plant_id,spp,nTreatment,temp,phoper,point,photo,cond,ci
pa14bmed,pa,med,32,10,5,4.192536534,0.287382486,165.2196121
pa14bmed,pa,med,32,10,6,7.11470869,0.289094375,240.2513391
pa14bmed,pa,med,32,10,7,9.150055282,0.283037525,311.9264521
pa14bmed,pa,med,32,10,8,12.29300894,0.270731229,489.4863491
pa14bmed,pa,med,32,10,9,13.85427542,0.261997785,667.6400402
pa14bmed,pa,med,32,10,10,15.32193681,0.25244211,847.2035541
pa14bmed,pa,med,32,10,11,15.89192984,0.240567839,1031.050688
pa14bmed,pa,med,32,10,12,16.57451242,0.232576576,1409.687885
pa14bmed,pa,med,32,10,13,17.26810598,0.229401487,1787.945791
p6cmed,pa,med,32,10,1,-1.187951843,0.13277267,20.4960409
p6cmed,pa,med,32,10,2,-0.190812258,0.169212921,43.07169151
p6cmed,pa,med,32,10,3,0.774043894,0.204073985,71.6776349
p6cmed,pa,med,32,10,4,1.091741719,0.234994867,87.94468064
p6cmed,pa,med,32,10,5,3.69003844,0.249997773,164.3240096
p6cmed,pa,med,32,10,6,6.059025647,0.262256883,243.2306763
p6cmed,pa,med,32,10,7,8.592840167,0.25563768,309.6929019
p6cmed,pa,med,32,10,8,11.81427239,0.232825053,480.5097562
p6cmed,pa,med,32,10,9,13.30614346,0.212330154,651.8733964
p6cmed,pa,med,32,10,10,15.32912932,0.196755689,816.8141715
p6cmed,pa,med,32,10,11,16.29651194,0.182830397,991.8905657
p6cmed,pa,med,32,10,12,16.96445021,0.173996017,1363.015967
p6cmed,pa,med,32,10,13,18.44049847,0.163588393,1719.862967
pa3med,pa,med,32,10,1,-3.183287667,0.490270521,17.28177136
pa3med,pa,med,32,10,2,-1.302632098,0.506663736,46.92651098
pa3med,pa,med,32,10,3,0.493443334,0.519324445,76.65079913
pa3med,pa,med,32,10,4,1.406329576,0.53171378,91.06120844
pa3med,pa,med,32,10,5,5.860927806,0.535694256,167.0893179
pa3med,pa,med,32,10,6,10.0247605,0.539913021,245.7098418
pa3med,pa,med,32,10,7,13.65171685,0.543226097,325.6540189
pa3med,pa,med,32,10,8,19.47967242,0.547400844,493.1333841
pa3med,pa,med,32,10,9,23.09015742,0.547824471,670.9617853
pa3med,pa,med,32,10,10,25.19456152,0.554340908,855.9493525
pa3med,pa,med,32,10,11,25.65989272,0.554957531,1048.406391
pa3med,pa,med,32,10,12,26.11457188,0.547646913,1434.898092
pa3med,pa,med,32,10,13,26.12692232,0.542716967,1822.429226
pa5cmed,pa,med,32,10,1,-3.041102027,0.311593464,21.8574662
pa5cmed,pa,med,32,10,2,-1.316139086,0.345233904,49.01377328
pa5cmed,pa,med,32,10,3,0.635564232,0.361094335,76.5079965
pa5cmed,pa,med,32,10,4,1.128650546,0.373686244,90.62773275
pa5cmed,pa,med,32,10,5,5.750499784,0.383294232,161.5196582
pa5cmed,pa,med,32,10,6,9.753212291,0.390375665,236.0957824
pa5cmed,pa,med,32,10,7,13.16806771,0.388058865,311.8011423
pa5cmed,pa,med,32,10,8,18.05981689,0.370976386,475.4352382
pa5cmed,pa,med,32,10,9,20.51656821,0.342474214,645.6294269
pa5cmed,pa,med,32,10,10,21.6059667,0.315881337,821.7490705
pa5cmed,pa,med,32,10,11,22.31289685,0.2964501,1002.825743
pa5cmed,pa,med,32,10,12,22.97001403,0.284849367,1382.51489
pa5cmed,pa,med,32,10,13,23.70274703,0.274060766,1756.620642
cshigh,cs,high,32,14,1,-0.871909949,0.0547802,27.83970031
cshigh,cs,high,32,14,2,-0.272718864,0.062616115,46.85939476
cshigh,cs,high,32,14,3,0.564373834,0.073421584,66.04125143
cshigh,cs,high,32,14,4,0.745376847,0.081356347,80.49519799
cshigh,cs,high,32,14,5,2.39352663,0.095004929,147.2112299
cshigh,cs,high,32,14,6,5.010693737,0.108670941,205.4056831
cshigh,cs,high,32,14,7,7.445388089,0.123620028,264.7765733
cshigh,cs,high,32,14,8,11.18779032,0.138840057,427.0279224
cshigh,cs,high,32,14,9,14.71322549,0.1532127,587.270455
cshigh,cs,high,32,14,10,16.74538658,0.16555021,766.5758909
cshigh,cs,high,32,14,11,15.86369272,0.174435479,975.1794305
cshigh,cs,high,32,14,12,17.62592636,0.183011209,1345.422973
cshigh,cs,high,32,14,13,20.07970532,0.187063652,1707.620863
cshigh2,cs,high,32,14,1,-1.096585609,0.041543534,44.66157052
cshigh3,cs,high,32,14,2,-0.517027026,0.053140366,57.05634545
cshigh4,cs,high,32,14,3,,,
cshigh5,cs,high,32,14,4,0.079185778,0.082527137,89.24106206
cshigh6,cs,high,32,14,5,2.172752826,0.103186305,153.0496406
cshigh7,cs,high,32,14,6,4.747885438,0.126004249,219.1265539
cshigh8,cs,high,32,14,7,6.745659033,0.146133219,287.9442804
cshigh9,cs,high,32,14,8,10.02570311,0.16347784,460.1173195
cshigh10,cs,high,32,14,9,12.17649384,0.176943966,637.1931706
cshigh11,cs,high,32,14,10,12.99790164,0.188432859,828.1124964
cshigh12,cs,high,32,14,11,12.61217607,0.191327038,1024.691723
cshigh13,cs,high,32,14,12,12.84385698,0.194319636,1406.336318
cshigh14,cs,high,32,14,13,16.01579894,0.192533175,1757.255878
csw7high,cs,high,32,14,1,-1.335834132,0.122151869,27.69362608
csw7high,cs,high,32,14,2,0.006238672,0.138436968,40.52730161
csw7high,cs,high,32,14,3,0.555650127,0.152758513,71.42540345
csw7high,cs,high,32,14,4,1.563395529,0.171251406,79.59231351
csw7high,cs,high,32,14,5,4.416656149,0.184524543,146.5117342
csw7high,cs,high,32,14,6,8.00172025,0.200367146,210.8457557
csw7high,cs,high,32,14,7,10.3598161,0.212799416,278.453503
csw7high,cs,high,32,14,8,14.9498535,0.225724008,444.3505825
csw7high,cs,high,32,14,9,17.78713733,0.234955394,616.0601887
csw7high,cs,high,32,14,10,18.42905696,0.243231515,806.4402478
csw7high,cs,high,32,14,11,20.06255855,0.245034458,987.4504438
csw7high,cs,high,32,14,12,20.86741029,0.24094545,1360.464773
csw7high,cs,high,32,14,13,22.40183558,0.234581156,1727.374267
csw3high,cs,high,32,14,1,-1.255129913,0.233980843,10.53772086
csw3high,cs,high,32,14,2,-0.252292395,0.243156527,43.53953429
csw3high,cs,high,32,14,3,0.818675099,0.253077475,73.40826088
csw3high,cs,high,32,14,4,1.026130596,0.26079613,89.45553381
csw3high,cs,high,32,14,5,3.083410576,0.265561687,169.7217454
csw3high,cs,high,32,14,6,4.825969896,0.272689114,253.028954
csw3high,cs,high,32,14,7,6.452216334,0.279362669,328.5287637
csw3high,cs,high,32,14,8,8.7868319,0.28361867,514.1015987
csw3high,cs,high,32,14,9,10.51481674,0.281170553,693.9754771
csw3high,cs,high,32,14,10,10.86058396,0.28528102,884.0725662
csw3high,cs,high,32,14,11,11.71507551,0.276623554,1069.805184
csw3high,cs,high,32,14,12,12.02904953,0.275189604,1450.635627
csw3high,cs,high,32,14,13,11.84007956,0.26602271,1836.133485
csw4high,cs,high,32,14,1,-1.555240151,0.109073194,24.26309113
csw4high,cs,high,32,14,2,-0.368635299,0.120160349,46.2184167
csw4high,cs,high,32,14,3,0.985571844,0.139575216,65.79879589
csw4high,cs,high,32,14,4,1.341349339,0.158265258,80.91045131
csw4high,cs,high,32,14,5,4.084721362,0.174392801,148.7913477
csw4high,cs,high,32,14,6,7.28565431,0.185996948,214.2771171
csw4high,cs,high,32,14,7,9.677261045,0.189400808,278.0643545
csw4high,cs,high,32,14,8,13.25186582,0.188668812,442.746695
csw4high,cs,high,32,14,9,15.68142441,0.178470443,601.6476158
csw4high,cs,high,32,14,10,15.6021966,0.166434451,784.0478466
csw4high,cs,high,32,14,11,16.22677444,0.15187241,953.896671
csw4high,cs,high,32,14,12,16.93630974,0.13955184,1309.898044
csw4high,cs,high,32,14,13,18.18150005,0.130551919,1661.511859
csw1high,cs,high,32,14,1,-1.770749862,0.18307714,17.25293087
csw1high,cs,high,32,14,2,-0.716288059,0.170548563,49.5475661
csw1high,cs,high,32,14,3,0.274586038,0.155448799,74.9912772
csw1high,cs,high,32,14,4,0.712081669,0.14445804,87.78494229
csw1high,cs,high,32,14,5,2.210112984,0.14035292,162.8630761
csw1high,cs,high,32,14,6,4.628038961,0.135027445,226.7244407
csw1high,cs,high,32,14,7,6.064715869,0.131212888,291.2512774
csw1high,cs,high,32,14,8,9.515288291,0.130793486,445.40638
csw1high,cs,high,32,14,9,12.17338217,0.131570588,601.1583632
csw1high,cs,high,32,14,10,14.76485017,0.127444747,752.7008248
csw1high,cs,high,32,14,11,16.10228309,0.125721038,921.1362312
csw1high,cs,high,32,14,12,17.58915292,0.121685934,1276.897999
csw1high,cs,high,32,14,13,17.63282367,0.118659439,1652.599032
csw1low,cs,low,32,14,1,-1.010645889,0.030425682,55.52228706
csw1low,cs,low,32,14,2,-0.276290708,0.035242765,53.24155797
csw1low,cs,low,32,14,3,0.37615889,0.04035202,61.7604857
csw1low,cs,low,32,14,4,0.376281519,0.046519334,81.72931799
csw1low,cs,low,32,14,5,1.375569274,0.053988031,147.0284621
csw1low,cs,low,32,14,6,1.962815139,0.061769258,229.0034904
csw1low,cs,low,32,14,7,3.14381662,0.071130502,301.5517416
csw1low,cs,low,32,14,8,6.578052634,0.076645461,419.1751949
csw1low,cs,low,32,14,9,8.716690275,0.081953961,572.8941488
csw1low,cs,low,32,14,10,10.94524276,0.081409626,712.6838989
csw1low,cs,low,32,14,11,11.31165665,0.079641219,887.064185
csw1low,cs,low,32,14,12,12.07110037,0.075162731,1234.167503
csw1low,cs,low,32,14,13,12.54423095,0.069146276,1575.775943
csw2low,cs,low,32,14,1,-1.500419331,0.071013572,38.53358633
csw2low,cs,low,32,14,2,-0.794566031,0.085061285,55.66385365
csw2low,cs,low,32,14,3,0.287939067,0.100213089,73.2661155
csw2low,cs,low,32,14,4,0.323032094,0.114040251,90.46834048
csw2low,cs,low,32,14,5,1.035468207,0.124709562,175.0790377
csw2low,cs,low,32,14,6,2.257542063,0.134132616,252.8840506
csw2low,cs,low,32,14,7,2.416455112,0.142941131,346.7796484
csw2low,cs,low,32,14,8,4.631232657,0.149384173,509.1900351
csw2low,cs,low,32,14,9,7.390080091,0.152423403,666.9880628
csw2low,cs,low,32,14,10,7.019388258,0.155928364,860.2958909
csw2low,cs,low,32,14,11,7.589204666,0.15574835,1042.436636
csw2low,cs,low,32,14,12,10.67698075,0.150142338,1380.176858
csw2low,cs,low,32,14,13,8.919166355,0.144430257,1774.011163
cs62low,cs,low,32,14,1,-1.806071626,0.18296557,22.20843599
cs62low,cs,low,32,14,2,-0.779823541,0.187239304,47.96303984
cs62low,cs,low,32,14,3,0.193665145,0.191946143,75.61540584
cs62low,cs,low,32,14,4,0.896355982,0.19875566,87.07989684
cs62low,cs,low,32,14,5,3.169221496,0.208558441,162.2078733
cs62low,cs,low,32,14,6,5.220724296,0.213482208,239.1738081
cs62low,cs,low,32,14,7,6.616661847,0.220209279,322.1481754
cs62low,cs,low,32,14,8,9.153837365,0.221098732,488.9630688
cs62low,cs,low,32,14,9,10.37579499,0.213713863,665.4257098
cs62low,cs,low,32,14,10,10.04901203,0.204886476,852.6497632
cs62low,cs,low,32,14,11,11.08964019,0.189381511,1024.400043
cs62low,cs,low,32,14,12,11.85168795,0.171787065,1384.21635
cs62low,cs,low,32,14,13,12.68220526,0.149830361,1733.791507
csw3low,cs,low,32,14,1,-1.84093932,0.146640966,26.30428272
csw3low,cs,low,32,14,2,-0.297853304,0.140561474,43.74334519
csw3low,cs,low,32,14,3,-0.211961144,0.140546979,79.68408073
csw3low,cs,low,32,14,4,0.326380956,0.143477165,90.79224883
csw3low,cs,low,32,14,5,2.277300026,0.148424865,162.3755609
csw3low,cs,low,32,14,6,3.561837072,0.1581069,241.5358303
csw3low,cs,low,32,14,7,6.049452095,0.164467422,309.4592295
csw3low,cs,low,32,14,8,7.701383889,0.173197203,482.2232553
csw3low,cs,low,32,14,9,9.652225886,0.17395798,651.7319036
csw3low,cs,low,32,14,10,11.14867313,0.174941206,823.5124515
csw3low,cs,low,32,14,11,9.941560255,0.172192309,1022.531922
csw3low,cs,low,32,14,12,10.13587943,0.167344504,1394.958314
csw3low,cs,low,32,14,13,9.567075384,0.161176074,1774.186405
csw7low,cs,low,32,14,1,-1.958561594,0.239706958,15.52048459
csw7low,cs,low,32,14,2,-0.579955193,0.233489791,46.20461595
csw7low,cs,low,32,14,3,0.625373019,0.227151411,73.44147626
csw7low,cs,low,32,14,4,1.176146657,0.224260376,86.86967201
csw7low,cs,low,32,14,5,3.194049785,0.220379863,164.7488206
csw7low,cs,low,32,14,6,5.566087814,0.21843503,239.051575
csw7low,cs,low,32,14,7,7.177685125,0.214004139,310.4533719
csw7low,cs,low,32,14,8,11.19378194,0.202734982,470.4023586
csw7low,cs,low,32,14,9,14.02182393,0.195057778,631.5812646
csw7low,cs,low,32,14,10,14.6896024,0.186942129,810.1829212
csw7low,cs,low,32,14,11,15.67080151,0.176561995,983.5998046
csw7low,cs,low,32,14,12,16.15179328,0.16822409,1354.023967
csw7low,cs,low,32,14,13,18.47839878,0.154631074,1694.882148
csw4low,cs,low,32,14,1,-1.924660661,0.160390319,20.74201827
csw4low,cs,low,32,14,2,-0.268509976,0.166838729,43.69318714
csw4low,cs,low,32,14,3,0.776799636,0.178556516,69.98920801
csw4low,cs,low,32,14,4,1.980381824,0.198340254,77.81206268
csw4low,cs,low,32,14,5,4.820641361,0.214480811,148.2118602
csw4low,cs,low,32,14,6,7.908794468,0.227684089,220.2145389
csw4low,cs,low,32,14,7,9.950962221,0.238720584,291.5225607
csw4low,cs,low,32,14,8,13.7971859,0.250131853,465.5271834
csw4low,cs,low,32,14,9,15.1755335,0.25568419,647.7481455
csw4low,cs,low,32,14,10,15.64915724,0.251704718,834.2918545
csw4low,cs,low,32,14,11,15.15292553,0.249104542,1027.90222
csw4low,cs,low,32,14,12,17.57414732,0.240928562,1390.224958
csw4low,cs,low,32,14,13,17.73396719,0.23054707,1764.461624
csw2med,cs,med,32,14,1,-1.865394819,0.204691089,21.26367741
csw2med,cs,med,32,14,2,-1.124800289,0.202580626,51.12374094
csw2med,cs,med,32,14,3,0.317662453,0.205951506,74.98518399
csw2med,cs,med,32,14,4,0.767448113,0.209353053,88.87081379
csw2med,cs,med,32,14,5,3.913348509,0.219848618,156.2396135
csw2med,cs,med,32,14,6,5.944485915,0.237471547,236.2409482
csw2med,cs,med,32,14,7,8.903947638,0.247733585,309.6297494
csw2med,cs,med,32,14,8,12.92489848,0.251795737,469.2739347
csw2med,cs,med,32,14,9,15.98551098,0.2441319,631.0258792
csw2med,cs,med,32,14,10,17.33170704,0.232218001,803.4105999
csw2med,cs,med,32,14,11,17.97856198,0.220496199,980.7475227
csw2med,cs,med,32,14,12,18.67092961,0.204609365,1342.164846
csw2med,cs,med,32,14,13,20.44065239,0.18950481,1689.201996
csw7med,cs,med,32,14,1,-2.779575567,0.255228317,25.4813971
csw7med,cs,med,32,14,2,-0.829179633,0.251139129,46.6787513
csw7med,cs,med,32,14,3,-0.007709703,0.253812737,77.44369881
csw7med,cs,med,32,14,4,1.200783768,0.261664478,86.44868875
csw7med,cs,med,32,14,5,4.469863545,0.271620756,157.4756896
csw7med,cs,med,32,14,6,7.712048693,0.27476438,229.6845447
csw7med,cs,med,32,14,7,11.55672917,0.267622898,294.1258598
csw7med,cs,med,32,14,8,14.80820593,0.25239522,454.3859794
csw7med,cs,med,32,14,9,18.01393436,0.231694976,608.2167927
csw7med,cs,med,32,14,10,19.99801871,0.206646516,763.0690458
csw7med,cs,med,32,14,11,20.3021164,0.184728137,930.8488084
csw7med,cs,med,32,14,12,21.70572362,0.158812986,1265.633157
csw7med,cs,med,32,14,13,21.65853196,0.135668003,1606.321982
csw3med,cs,med,32,14,1,-1.653063371,0.07306273,40.46465306
csw3med,cs,med,32,14,2,-0.775871558,0.07611023,56.94995268
csw3med,cs,med,32,14,3,0.138845648,0.087388045,75.54552176
csw3med,cs,med,32,14,4,-0.030015326,0.094868775,96.86351594
csw3med,cs,med,32,14,5,1.861318061,0.104691933,161.6159589
csw3med,cs,med,32,14,6,3.609508097,0.116343694,231.83811
csw3med,cs,med,32,14,7,6.251397553,0.123931329,292.9124575
csw3med,cs,med,32,14,8,7.829791152,0.136382313,472.2310749
csw3med,cs,med,32,14,9,11.19501509,0.146253195,627.2343861
csw3med,cs,med,32,14,10,12.21289167,0.158979197,816.0476409
csw3med,cs,med,32,14,11,12.45369165,0.171010726,1014.925691
csw3med,cs,med,32,14,12,11.40068847,0.178550571,1415.884839
csw3med,cs,med,32,14,13,13.93485339,0.190292967,1780.889916
csw6med,cs,med,32,14,1,-1.737181065,0.093342778,33.91401774
csw6med,cs,med,32,14,2,-0.994120261,0.0986852,57.95451804
csw6med,cs,med,32,14,3,-0.160454464,0.106894706,82.46021453
csw6med,cs,med,32,14,4,0.968306146,0.118995433,83.49538852
csw6med,cs,med,32,14,5,1.371890625,0.120759038,172.7658742
csw6med,cs,med,32,14,6,2.391776733,0.130210972,255.6253958
csw6med,cs,med,32,14,7,4.70833837,0.137244471,321.1704937
csw6med,cs,med,32,14,8,6.727234926,0.145118981,491.6894133
csw6med,cs,med,32,14,9,9.271446731,0.149670905,653.5982612
csw6med,cs,med,32,14,10,9.151730063,0.1552978,849.8184016
csw6med,cs,med,32,14,11,12.07817691,0.154886225,1005.977517
csw6med,cs,med,32,14,12,11.93972565,0.157015478,1394.363715
csw6med,cs,med,32,14,13,13.60914955,0.156236424,1755.631236
csw1med,cs,med,32,14,1,-2.27228163,0.11481226,36.59261915
csw1med,cs,med,32,14,2,-0.669309774,0.099924497,52.29516214
csw1med,cs,med,32,14,3,0.206722438,0.096725035,74.4884759
csw1med,cs,med,32,14,4,0.279947834,0.096628675,91.03184561
csw1med,cs,med,32,14,5,1.401778176,0.098465571,167.7952507
csw1med,cs,med,32,14,6,2.999985077,0.095946732,233.7190354
csw1med,cs,med,32,14,7,4.782235864,0.102391071,302.4691965
csw1med,cs,med,32,14,8,8.564573359,0.104926479,432.3887267
csw1med,cs,med,32,14,9,10.19035818,0.108157438,599.8970451
csw1med,cs,med,32,14,10,10.76901048,0.11319345,789.237093
csw1med,cs,med,32,14,11,11.29336196,0.115031388,974.5724729
csw1med,cs,med,32,14,12,11.81921774,0.116584028,1352.125025
csw1med,cs,med,32,14,13,12.93896742,0.117474839,1719.089701
csw4med,cs,med,32,14,1,-2.439530606,0.151298015,30.84387047
csw4med,cs,med,32,14,2,-0.900168802,0.146920549,48.03331702
csw4med,cs,med,32,14,3,0.899049869,0.148596442,68.09341858
csw4med,cs,med,32,14,4,0.712072252,0.154983257,88.93539706
csw4med,cs,med,32,14,5,2.58826174,0.161417146,163.9622641
csw4med,cs,med,32,14,6,5.012013126,0.16986282,233.6224203
csw4med,cs,med,32,14,7,6.728159871,0.176871415,312.4202728
csw4med,cs,med,32,14,8,8.994729463,0.181202313,482.5762286
csw4med,cs,med,32,14,9,11.73368572,0.185805559,649.2711641
csw4med,cs,med,32,14,10,11.93411504,0.180875474,835.0618664
csw4med,cs,med,32,14,11,12.82227331,0.178360251,1014.897119
csw4med,cs,med,32,14,12,12.26784732,0.175084188,1403.438141
csw4med,cs,med,32,14,13,11.85983547,0.170376464,1785.964238
pahigh115,pa,high,32,14,1,-2.040334702,0.242645983,19.01963193
pahigh116,pa,high,32,14,2,-0.461820923,0.257900827,46.89870502
pahigh117,pa,high,32,14,3,0.677758393,0.272553692,75.20446855
pahigh118,pa,high,32,14,4,1.40503611,0.293721443,88.39442677
pahigh119,pa,high,32,14,5,5.506946158,0.305707094,157.4324602
pahigh120,pa,high,32,14,6,9.594907836,0.317115106,228.0287125
pahigh121,pa,high,32,14,7,12.89027299,0.334739955,306.8269543
pahigh122,pa,high,32,14,8,18.42001345,0.348830705,469.454875
pahigh123,pa,high,32,14,9,22.08689859,0.352859391,643.1524035
pahigh124,pa,high,32,14,10,24.00801361,0.357704278,826.8277699
pahigh125,pa,high,32,14,11,25.09013132,0.363146962,1018.09022
pahigh126,pa,high,32,14,12,27.22298909,0.365943503,1395.057871
pahigh127,pa,high,32,14,13,27.01617517,0.371921506,1788.082895
pa15chigh,pa,high,32,14,1,-2.280586748,0.17464616,27.60773794
pa15chigh,pa,high,32,14,2,-0.806523917,0.222256909,48.35575141
pa15chigh,pa,high,32,14,3,0.371452806,0.25503873,78.06985085
pa15chigh,pa,high,32,14,4,1.18285842,0.294682752,89.55450927
pa15chigh,pa,high,32,14,5,5.639228003,0.315564425,158.4866993
pa15chigh,pa,high,32,14,6,10.40402348,0.336255677,227.5720471
pa15chigh,pa,high,32,14,7,14.40451708,0.346138544,300.9648721
pa15chigh,pa,high,32,14,8,20.56228141,0.353187686,460.3517144
pa15chigh,pa,high,32,14,9,25.75838366,0.34285259,620.3535021
pa15chigh,pa,high,32,14,10,28.01534592,0.32258593,793.3631991
pa15chigh,pa,high,32,14,11,28.81754705,0.312207819,979.0555566
pa15chigh,pa,high,32,14,12,29.62175308,0.301821797,1357.806818
pa15chigh,pa,high,32,14,13,30.01892374,0.293018379,1741.652922
pa5bhigh,pa,high,32,14,1,-2.0067072,0.125706768,32.17100565
pa5bhigh,pa,high,32,14,2,-0.603788539,0.161510353,48.48148286
pa5bhigh,pa,high,32,14,3,0.776846584,0.197750949,71.93119997
pa5bhigh,pa,high,32,14,4,1.852032594,0.24080717,83.1839593
pa5bhigh,pa,high,32,14,5,5.947140288,0.275842428,152.1775927
pa5bhigh,pa,high,32,14,6,10.35097163,0.306372363,222.197863
pa5bhigh,pa,high,32,14,7,14.52414245,0.333379769,297.0411661
pa5bhigh,pa,high,32,14,8,20.56279549,0.347656961,457.35618
pa5bhigh,pa,high,32,14,9,24.76298647,0.342634681,625.4702046
pa5bhigh,pa,high,32,14,10,27.30161568,0.325688002,798.4775369
pa5bhigh,pa,high,32,14,11,27.86114186,0.308062174,980.8100861
pa5bhigh,pa,high,32,14,12,28.38068847,0.286538956,1356.382706
pa5bhigh,pa,high,32,14,13,27.77174147,0.278437543,1744.283014
pa6bhigh,pa,high,32,14,1,-2.225012314,0.203679018,24.59857624
pa6bhigh,pa,high,32,14,2,-1.213672517,0.238731333,50.57647102
pa6bhigh,pa,high,32,14,3,0.46742575,0.268741392,76.14275585
pa6bhigh,pa,high,32,14,4,1.189112722,0.298050295,90.092082
pa6bhigh,pa,high,32,14,5,4.504128139,0.326183514,166.2332833
pa6bhigh,pa,high,32,14,6,7.905611613,0.347787414,244.5568145
pa6bhigh,pa,high,32,14,7,11.01055892,0.36505789,325.219783
pa6bhigh,pa,high,32,14,8,16.18534108,0.373030064,490.8727592
pa6bhigh,pa,high,32,14,9,19.47289448,0.367697461,664.7415084
pa6bhigh,pa,high,32,14,10,21.24306751,0.361724525,846.2905709
pa6bhigh,pa,high,32,14,11,22.86911932,0.359497526,1031.733301
pa6bhigh,pa,high,32,14,12,24.11790983,0.358518207,1413.068526
pa6bhigh,pa,high,32,14,13,25.86009988,0.355339229,1791.749557
pa7chigh,pa,high,32,14,1,-2.454275523,0.158300959,30.77288295
pa7chigh,pa,high,32,14,2,-0.860980732,0.199723405,48.84553157
pa7chigh,pa,high,32,14,3,0.505639238,0.229688933,75.68750142
pa7chigh,pa,high,32,14,4,1.128012192,0.260172263,89.68612817
pa7chigh,pa,high,32,14,5,4.947957694,0.283081372,159.9075168
pa7chigh,pa,high,32,14,6,8.537130192,0.302954437,234.5201692
pa7chigh,pa,high,32,14,7,12.09382946,0.320485156,310.6683866
pa7chigh,pa,high,32,14,8,18.30837763,0.333322414,468.4276067
pa7chigh,pa,high,32,14,9,21.84028772,0.339094703,642.7040717
pa7chigh,pa,high,32,14,10,23.87092314,0.338500208,823.7761032
pa7chigh,pa,high,32,14,11,24.94100751,0.336043175,1010.027332
pa7chigh,pa,high,32,14,12,26.00642336,0.331059714,1392.588941
pa7chigh,pa,high,32,14,13,26.21917697,0.321551928,1776.534289
pa6bhigh,pa,high,32,14,1,-1.797962445,0.20300998,19.42596735
pa6bhigh,pa,high,32,14,2,-0.824227794,0.233469826,47.94467458
pa6bhigh,pa,high,32,14,3,0.242237578,0.239827533,77.82193231
pa6bhigh,pa,high,32,14,4,0.461266827,0.239164346,94.44749759
pa6bhigh,pa,high,32,14,5,3.102896204,0.228490266,170.2349698
pa6bhigh,pa,high,32,14,6,5.235475334,0.207305754,244.642492
pa6bhigh,pa,high,32,14,7,7.626035497,0.18624119,312.288679
pa6bhigh,pa,high,32,14,8,10.66960419,0.163222203,464.0934381
pa6bhigh,pa,high,32,14,9,11.77652582,0.15011898,635.1023107
pa6bhigh,pa,high,32,14,10,13.37552284,0.141356171,799.2429633
pa6bhigh,pa,high,32,14,11,14.57999516,0.136441186,972.7139245
pa6bhigh,pa,high,32,14,12,16.1107364,0.130886592,1334.350804
pa6bhigh,pa,high,32,14,13,15.93286628,0.123657892,1712.932038
pa15bmed,pa,high,32,14,1,-2.363672043,0.217601945,23.21606394
pa15bmed,pa,high,32,14,2,-0.952572159,0.245458475,48.74838607
pa15bmed,pa,high,32,14,3,-0.118451248,0.265676213,80.29100113
pa15bmed,pa,high,32,14,4,0.523382442,0.28861228,94.45963825
pa15bmed,pa,high,32,14,5,3.105581627,0.311160925,175.7551916
pa15bmed,pa,high,32,14,6,5.161326513,0.329117212,259.6895054
pa15bmed,pa,high,32,14,7,7.304164931,0.340664268,343.252945
pa15bmed,pa,high,32,14,8,11.08134585,0.34534027,515.8008793
pa15bmed,pa,high,32,14,9,13.5212187,0.336807834,692.3877688
pa15bmed,pa,high,32,14,10,15.2639139,0.319947942,871.0885391
pa15bmed,pa,high,32,14,11,15.99199104,0.296989447,1054.546569
pa15bmed,pa,high,32,14,12,16.79368691,0.272775056,1429.903358
pa15bmed,pa,high,32,14,13,16.65192479,0.246947138,1807.651004
palow1.15,pa,low,32,14,1,-1.351237397,0.155218546,19.15236792
palow1.15,pa,low,32,14,2,-0.676936826,0.227229347,45.73089977
palow1.15,pa,low,32,14,3,0.152885573,0.215804857,77.64637705
palow1.15,pa,low,32,14,4,0.503003651,0.232977589,93.64850268
palow1.15,pa,low,32,14,5,2.657096402,0.279137389,176.4955405
palow1.15,pa,low,32,14,6,4.219647807,0.316720909,264.8371599
palow1.15,pa,low,32,14,7,5.732210209,0.329509004,353.170645
palow1.15,pa,low,32,14,8,9.134127962,0.370412085,531.9748939
palow1.15,pa,low,32,14,9,10.75343839,0.331483416,701.0112417
palow1.15,pa,low,32,14,10,12.06836555,0.288361581,871.7504053
palow1.15,pa,low,32,14,11,12.53772009,0.35994765,1080.296983
palow1.15,pa,low,32,14,12,13.42016189,0.331043688,1452.989072
palow1.15,pa,low,32,14,13,13.409895,-1.315253657,1987.963175
pa6alow,pa,low,32,14,1,-1.124255569,0.076031575,25.41072087
pa6alow,pa,low,32,14,2,-0.122487909,0.103601706,43.30973752
pa6alow,pa,low,32,14,3,0.415478565,0.132332031,74.78771527
pa6alow,pa,low,32,14,4,0.757180585,0.158190008,88.52955172
pa6alow,pa,low,32,14,5,3.012214886,0.181297212,162.3541986
pa6alow,pa,low,32,14,6,5.614341445,0.203042938,236.6740158
pa6alow,pa,low,32,14,7,8.267212143,0.224546986,313.8959938
pa6alow,pa,low,32,14,8,12.33031241,0.237026659,477.2761196
pa6alow,pa,low,32,14,9,15.55563552,0.253462561,651.2543414
pa6alow,pa,low,32,14,10,16.7241842,0.26182598,837.7403431
pa6alow,pa,low,32,14,11,17.52338906,0.265740651,1027.151321
pa6alow,pa,low,32,14,12,16.81266817,0.26826144,1419.424335
pa6alow,pa,low,32,14,13,16.67427953,0.257870939,1802.462132
pa7blow,pa,low,32,14,1,-1.946325166,0.2097001,18.59990396
