STATION,STATION_NAME,DATE,PRCP,TMAX,TMIN,AWND
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101019,0,15,2.2,2.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101020,0,18.9,5,5.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101021,0,10,2.2,4.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101022,0.3,17.2,-1.7,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101023,1,18.3,12.2,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101024,1,23.9,13.3,6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101025,19.1,22.2,14.4,5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101026,18.8,21.1,12.2,9.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101027,0,18.3,7.2,9.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101028,0.5,7.2,5,6.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101029,0,10.6,4.4,3.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101030,0,16.7,3.3,5.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101031,0,10.6,-1.1,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101101,0,11.1,0,2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101102,0,11.1,-3.3,1.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101103,0,8.3,-3.9,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101104,3,8.3,-1.1,3.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101105,5.6,3.9,-3.9,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101106,0,4.4,-7.2,1.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101107,0,13.3,-1.1,4.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101108,0,18.3,3.9,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101109,0,20,3.9,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101110,0,19.4,4.4,4.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101111,0,21.7,3.9,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101112,0,20.6,5.6,1.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101113,1.5,17.2,4.4,5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101114,0,7.8,3.3,6.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101115,0,10.6,0.6,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101116,0,7.8,-2.2,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101117,1.5,9.4,0.6,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101118,1,6.1,2.2,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101119,0,8.3,-3.3,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101120,0,10,1.1,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101121,0,15.6,4.4,4.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101122,22.1,18.9,13.9,5.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101123,0,13.9,-2.2,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101124,8.4,1.1,-5.6,6.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101125,13,5.6,-3.3,5.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101126,0,0,-7.2,7.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101127,0,-0.6,-6.7,4.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101128,0,5,-7.2,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101129,5.8,10,-0.6,6.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101130,8.1,11.7,-2.8,7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101201,-9999,-2.8,-5.6,6.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101202,0,1.1,-6.1,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101203,0,0,-6.7,1.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101204,1.8,0,-2.8,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101205,3,-1.1,-4.4,5.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101206,4.8,-3.9,-6.1,6.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101207,1.5,-3.9,-9.4,4.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101208,0.8,-3.3,-13.9,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101209,0.8,-3.3,-7.8,4.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101210,1,2.2,-3.3,4.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101211,11.2,3.3,-5.6,4.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101212,1.3,3.3,-6.1,6.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101213,-9999,-4.4,-10.6,7.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101214,1.5,-3.9,-13.9,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101215,0,-5,-16.7,1.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101216,0.8,-3.3,-9.4,1.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101217,0.3,-3.9,-11.7,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101218,0,-7.2,-13.3,5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101219,0,-6.1,-11.7,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101220,0.5,-3.3,-10.6,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101221,0,-1.1,-4.4,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101222,0.5,0.6,-2.8,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101223,0.5,1.1,-3.3,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101224,0,0.6,-2.8,0.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101225,0,-2.2,-8.3,3.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101226,0,-1.1,-8.3,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101227,0,-0.6,-9.4,3.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101228,0,-2.2,-10.6,5.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101229,0,2.8,-8.9,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101230,1.5,8.9,2.2,5.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101231,9.7,13.3,7.8,4.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110101,0.8,12.8,-8.3,7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110102,0,-3.3,-10,5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110103,0,2.8,-6.7,4.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110104,0,0,-7.2,5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110105,0.3,-1.7,-11.1,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110106,2,-1.1,-6.1,5.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110107,9.7,-6.1,-8.9,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110108,17.3,-5,-16.1,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110109,0,-2.8,-17.8,0.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110110,0,-1.1,-13.9,1.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110111,4.8,-4.4,-6.7,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110112,2.5,-1.1,-5.6,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110113,1.8,-3.3,-9.4,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110114,0,-3.3,-9.4,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110115,0.5,-2.8,-5.6,5.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110116,0.3,-4.4,-8.9,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110117,0.8,1.7,-10.6,5.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110118,3.6,2.2,-3.3,4.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110119,0.5,-3.3,-8.3,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110120,0.8,-6.1,-10,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110121,1.3,-10,-18.3,5.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110122,1.3,-8.3,-17.8,4.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110123,0,-8.3,-18.9,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110124,2.3,0,-11.1,4.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110125,0,-2.8,-6.1,2.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110126,0,-1.7,-5,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110127,3.6,-3.9,-8.3,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110128,0,-0.6,-3.9,4.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110129,0,0.6,-3.9,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110130,0,-1.1,-10.6,2.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110131,1,-5.6,-11.7,4.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110201,16,-5.6,-10.6,5.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110202,9.1,-4.4,-7.8,5.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110203,0,-5,-17.8,4.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110204,0,-4.4,-14.4,6.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110205,0,-3.3,-15,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110206,3.6,-0.6,-5,2.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110207,0.3,-0.6,-5.6,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110208,2.3,-5,-16.1,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110209,0,-10.6,-18.3,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110210,0,-10,-22.8,3.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110211,0.3,-3.3,-16.7,5.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110212,0.5,2.8,-3.3,6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110213,0,7.2,0,7.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110214,0,5.6,-5.6,7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110215,0,2.2,-7.8,4.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110216,0.3,10,1.7,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110217,0,13.3,8.9,6.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110218,0,12.8,2.8,7.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110219,0,3.3,-5.6,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110220,22.4,1.7,-5,5.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110221,9.1,0.6,-6.7,5.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110222,4.6,-4.4,-7.8,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110223,1.5,-2.2,-12.8,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110224,0,2.2,-2.2,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110225,1,1.1,-6.1,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110226,2,0,-3.3,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110227,9.1,3.9,0,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110228,7.1,1.7,-6.1,6.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110301,0,5.6,-8.9,4.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110302,0,1.7,-5.6,4.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110303,0,4.4,-5.6,6.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110304,16,13.3,0,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110305,7.4,11.1,-2.2,6.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110306,0.3,3.3,-7.8,3.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110307,0,2.8,-5.6,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110308,0,10,-1.7,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110309,10.9,10,2.2,5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110310,0.5,2.2,-0.6,6.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110311,0,5,-0.6,5.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110312,0,5.6,0,7.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110313,0,2.8,-5.6,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110314,0,7.2,-6.7,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110315,0.5,5,-1.1,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110316,0,15.6,1.1,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110317,0,22.2,6.7,6.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110318,0,17.2,0.6,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110319,0,12.2,-3.9,1.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110320,6.4,8.9,2.8,6.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110321,1.3,11.7,5,4.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110322,13.5,6.1,2.8,5.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110323,1,7.8,-1.7,5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110324,0,2.2,-6.1,4.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110325,0,3.3,-7.2,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110326,0,2.8,-7.2,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110327,0,3.9,-7.2,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110328,0,3.9,-6.7,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110329,0,8.3,-7.2,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110330,0,8.9,-4.4,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110331,0,8.3,-6.7,2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110401,3,9.4,-7.2,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110402,0.3,8.9,-1.7,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110403,0,21.7,-1.1,5.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110404,0.8,21.1,3.9,6.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110405,0,9.4,0,5.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110406,0,15,5.6,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110407,7.1,11.1,3.9,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110408,13,12.8,5.6,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110409,0,20.6,7.2,4.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110410,0,29.4,15,8.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110411,14.5,23.3,8.3,6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110412,0,15.6,3.3,4.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110413,0,17.8,-0.6,1.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110414,0,17.8,4.4,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110415,5.1,13.9,3.9,8.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110416,9.4,10.6,1.1,6.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110417,0,11.1,2.2,6.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110418,10.7,7.8,0.6,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110419,18.5,5.6,1.7,6.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110420,1.3,7.2,2.8,5.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110421,0,12.8,-0.6,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110422,17.3,10.6,3.9,6.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110423,0.3,20.6,7.8,5.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110424,0.3,17.2,6.7,1.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110425,7.4,15,7.8,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110426,31.8,20.6,10,6.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110427,33.8,14.4,8.3,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110428,8.9,8.9,4.4,6.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110429,0.8,13.9,2.8,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110430,0,20.6,7.8,7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110501,1,20.6,8.9,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110502,0,12.8,6.1,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110503,0,11.7,4.4,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110504,0,13.3,1.1,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110505,0.5,16.7,0,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110506,1.3,19.4,7.8,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110507,8.4,16.7,8.9,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110508,0,21.7,5.6,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110509,0,22.2,10.6,6.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110510,0,27.8,14.4,5.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110511,2.8,30.6,14.4,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110512,0.8,30.6,15.6,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110513,19.1,27.2,9.4,2.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110514,34.8,17.2,9.4,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110515,25.4,11.1,4.4,5.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110516,0,12.8,2.8,5.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110517,0,16.1,6.7,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110518,0.3,20,10.6,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110519,3,19.4,10,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110520,0,24.4,9.4,1.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110521,1.5,25,15,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110522,6.6,28.9,15,5.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110523,0,27.8,17.2,5.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110524,0,25.6,13.3,1.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110525,57.2,20.6,14.4,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110526,10.4,16.7,9.4,5.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110527,0,16.1,9.4,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110528,14.2,16.7,13.3,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110529,3.8,23.3,15,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110530,0,31.7,17.8,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110531,1.8,31.7,21.1,5.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110601,0,26.7,15.6,5.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110602,0,25,11.7,2.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110603,0.3,28.3,16.7,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110604,0,31.7,17.8,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110605,0,29.4,14.4,1.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110606,0,31.7,12.8,3.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110607,0,36.1,23.3,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110608,0,35.6,21.7,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110609,29.2,22.8,14.4,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110610,11.2,26.1,15.6,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110611,0,23.9,12.2,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110612,0,17.8,10,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110613,0,23.9,12.8,2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110614,0,25,11.7,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110615,14.7,20.6,13.9,6.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110616,0.3,24.4,16.7,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110617,0,29.4,14.4,1.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110618,37.6,27.2,20,2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110619,0,27.2,18.9,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110620,8.4,26.1,20,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110621,2.5,31.7,21.7,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110622,9.9,25,18.9,6.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110623,2.8,22.2,16.1,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110624,2.5,18.3,15.6,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110625,0,26.1,14.4,1.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110626,0,27.8,15,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110627,0,27.8,18.3,4.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110628,0,24.4,15.6,4.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110629,0,26.7,13.3,1.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110630,6.1,30,15.6,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110701,6.1,22.2,19.4,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110702,3,33.9,20.6,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110703,0,29.4,18.9,2.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110704,0,27.8,17.2,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110705,0,31.1,13.9,1.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110706,0,29.4,18.9,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110707,0,26.7,17.2,1.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110708,0,30,15.6,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110709,0,31.7,15.6,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110710,0,32.2,20.6,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110711,10.7,30.6,21.1,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110712,0,28.9,20,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110713,0,25.6,16.7,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110714,0,27.8,16.1,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110715,0,30,20,2.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110716,0,32.8,18.3,1.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110717,0,33.9,20,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110718,18.8,33.9,23.3,4.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110719,3.6,33.3,23.9,2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110720,0.8,36.1,23.3,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110721,0,37.2,25,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110722,0.5,30,22.8,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110723,0,32.2,22.2,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110724,0.5,28.9,22.8,1.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110725,0,30.6,19.4,2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110726,0,30.6,18.3,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110727,0,30.6,19.4,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110728,1.3,31.1,23.9,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110729,18.8,30.6,20.6,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110730,0,32.2,17.2,1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110731,0,32.8,19.4,1.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110801,0,32.2,22.2,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110802,5.1,32.8,23.3,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110803,0,27.8,19.4,4.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110804,0,27.8,16.7,1.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110805,0,31.7,18.9,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110806,0.3,29.4,21.7,2.3
