STATION,STATION_NAME,DATE,PRCP,TMAX,TMIN,AWND
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20091229,0,-1.7,-8.3,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20091230,0.3,-0.6,-7.2,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20091231,0.8,0.6,-7.2,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100101,5.3,-5.6,-8.9,5.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100102,5.8,-6.7,-20,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100103,1.8,-4.4,-23.3,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100104,1.5,-2.8,-5,6.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100105,0,-1.7,-4.4,6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100106,0,-4.4,-11.1,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100107,6.9,-6.1,-10.6,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100108,0.8,-3.3,-12.8,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100109,0,-3.9,-13.3,1.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100110,0,-5.6,-15,5.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100111,0.5,-1.1,-10,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100112,0,-3.3,-13.3,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100113,0,0.6,-7.8,6.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100114,0,3.3,-2.2,5.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100115,0,2.2,0,1.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100116,0,0,-2.8,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100117,0,-0.6,-4.4,1.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100118,0,-1.1,-3.9,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100119,0,0.6,-2.2,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100120,0,0,-2.8,4.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100121,0,2.2,-3.3,6.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100122,0,2.2,-0.6,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100123,0,5.6,0.6,6.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100124,6.9,10,1.7,6.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100125,0.5,1.7,-5.6,6.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100126,0,-5,-8.9,6.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100127,0.8,-4.4,-11.7,5.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100128,0.3,-5,-11.1,5.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100129,0,-6.7,-15.6,1.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100130,0,-5.6,-16.7,1.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100131,0,-2.8,-14.4,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100201,0,-1.7,-11.7,1.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100202,2.8,0,-4.4,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100203,0.3,-1.1,-4.4,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100204,0,0.6,-8.9,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100205,0,1.1,-2.8,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100206,0,-2.2,-7.2,5.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100207,0,-1.1,-12.2,1.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100208,0,-1.7,-10.6,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100209,9.1,-2.8,-6.1,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100210,0.5,-1.7,-6.1,6.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100211,0,-2.2,-6.7,4.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100212,0,-1.7,-11.7,2.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100213,0,-1.7,-9.4,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100214,0,-2.2,-11.7,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100215,1.5,-2.2,-15,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100216,1.8,-0.6,-3.3,5.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100217,0.5,0,-2.2,5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100218,0,2.2,-7.8,3.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100219,0,2.2,-11.7,2.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100220,0.3,1.7,-6.7,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100221,6.4,3.9,-2.2,1.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100222,10.2,0.6,-1.1,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100223,0,1.7,-3.3,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100224,0,-2.8,-6.7,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100225,0,-1.7,-6.7,6.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100226,0.5,-1.1,-3.3,8.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100227,0,1.1,-1.7,5.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100228,0.3,2.2,-0.6,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100301,0,3.3,-1.7,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100302,0,3.3,-7.2,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100303,0,3.3,-6.1,3.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100304,0,4.4,-8.3,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100305,0,5,-8.3,1.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100306,0,7.8,-8.3,0.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100307,0,10,-6.1,1.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100308,0,12.2,-2.8,1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100309,0,14.4,-1.7,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100310,1.3,17.8,8.3,4.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100311,26.2,15.6,8.3,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100312,0,13.9,10,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100313,11.4,11.7,5.6,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100314,0,7.2,3.9,5.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100315,0,8.3,1.1,3.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100316,0,16.7,-3.9,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100317,0,17.2,-2.8,1.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100318,0,17.8,-1.7,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100319,0,18.3,5,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100320,0,5,0.6,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100321,0,11.7,0.6,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100322,0,14.4,4.4,4.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100323,0,12.8,-1.7,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100324,0,13.3,-1.7,1.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100325,2.8,9.4,-1.1,4.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100326,0,6.7,-6.1,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100327,0,11.1,-1.7,5.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100328,2,8.9,1.7,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100329,0,9.4,-1.1,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100330,0,15.6,-2.2,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100331,0,25,7.2,5.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100401,0,27.8,12.2,5.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100402,0,27.2,17.2,6.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100403,9.9,17.8,7.2,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100404,1,22.8,2.8,5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100405,2.3,21.7,8.3,2.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100406,1.8,25.6,16.1,6.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100407,13.7,21.1,7.2,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100408,0.5,7.2,1.7,5.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100409,0,10,-1.7,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100410,0,22.8,2.2,5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100411,0,17.8,6.7,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100412,0,19.4,7.2,5.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100413,0,17.2,8.9,6.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100414,0,25,7.2,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100415,0,28.3,11.7,4.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100416,1,20,3.9,5.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100417,0,11.1,0,5.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100418,0,10.6,0,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100419,0,16.7,0,1.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100420,0,18.3,2.2,1.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100421,0,17.8,1.7,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100422,0,19.4,2.8,1.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100423,0.3,17.8,6.1,4.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100424,9.7,15.6,8.3,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100425,20.1,16.7,9.4,5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100426,0.3,17.8,3.9,5.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100427,0,12.8,1.1,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100428,0,15.6,-1.1,1.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100429,0,23.3,6.1,6.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100430,0,25.6,14.4,7.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100501,18,23.9,14.4,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100502,11.2,20,12.2,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100503,1.3,22.8,10.6,4.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100504,0,24.4,8.9,4.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100505,0,20,12.2,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100506,0,16.7,7.2,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100507,26.9,20,8.9,5.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100508,0.5,10,5,8.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100509,0,11.7,1.7,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100510,0,14.4,0.6,4.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100511,25.9,12.2,5.6,4.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100512,0.5,11.7,7.8,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100513,10.9,26.7,8.3,6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100514,0,19.4,8.9,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100515,0,18.3,5.6,1.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100516,0,19.4,6.1,3.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100517,2.8,16.1,11.7,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100518,0.5,14.4,9.4,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100519,0,23.3,6.1,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100520,0,25,7.8,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100521,25.9,20,10.6,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100522,0.3,20.6,15,1.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100523,0,30,13.9,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100524,0,31.1,20.6,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100525,0,29.4,18.9,3.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100526,0,31.1,18.9,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100527,0,27.2,15.6,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100528,0,25.6,12.2,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100529,0,31.1,13.9,1.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100530,0,31.7,18.9,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100531,28.7,27.2,16.7,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100601,0,27.8,14.4,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100602,5.3,26.1,16.7,4.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100603,0,23.3,12.8,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100604,0,27.8,12.2,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100605,14.5,25,17.8,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100606,0,21.1,12.8,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100607,0,21.7,10.6,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100608,8.1,17.2,9.4,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100609,1,27.8,16.1,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100610,0,25.6,12.8,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100611,9.1,30.6,17.8,4.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100612,3.8,28.9,16.1,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100613,2,23.9,15.6,2.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100614,0.5,25.6,18.3,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100615,10.7,27.8,20,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100616,0,25.6,18.3,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100617,0,27.8,15.6,1.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100618,24.6,32.2,18.9,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100619,2.8,28.9,18.3,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100620,0,26.7,16.1,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100621,16.5,27.8,16.7,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100622,1.3,29.4,20,4.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100623,35.6,30,19.4,4.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100624,0,24.4,16.7,4.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100625,0,27.8,15,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100626,2.5,30,19.4,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100627,6.4,30,21.1,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100628,0.3,27.2,18.9,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100629,0,22.8,11.1,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100630,0,22.8,8.9,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100701,0,25,8.9,1.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100702,0,26.7,13.9,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100703,0,28.9,12.8,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100704,0,32.8,17.2,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100705,0,31.7,23.3,5.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100706,0,32.8,22.2,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100707,0,33.9,21.7,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100708,9.7,28.3,21.1,2.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100709,0,28.9,18.9,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100710,0,30.6,16.7,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100711,1.8,29.4,17.8,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100712,1.3,27.2,18.3,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100713,1.8,27.8,19.4,1.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100714,0,31.7,17.8,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100715,3.3,33.9,22.2,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100716,0,31.7,18.9,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100717,0,31.7,18.9,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100718,3.8,30,20.6,4.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100719,0,28.9,20,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100720,0,27.8,19.4,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100721,0,30.6,20.6,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100722,0.5,30.6,18.9,4.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100723,10.7,34.4,21.7,6.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100724,66.8,32.2,21.7,4.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100725,2.5,27.8,18.3,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100726,0,28.3,16.1,1.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100727,0,30,18.3,1.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100728,5.8,32.8,21.1,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100729,0,27.8,16.1,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100730,0,26.1,15.6,1.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100731,2.5,25,17.8,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100801,0,28.3,16.1,0.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100802,0,28.3,17.8,1.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100803,3,29.4,19.4,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100804,6.1,26.7,20.6,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100805,0,29.4,18.3,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100806,0,26.1,16.1,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100807,0,27.8,16.7,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100808,0,28.9,20,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100809,0.3,30,21.7,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100810,0,31.7,21.1,1.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100811,0.3,32.2,23.3,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100812,0,31.7,21.7,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100813,0,32.8,21.7,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100814,0,30.6,22.8,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100815,0,28.9,20.6,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100816,0,26.7,16.7,4.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100817,1,27.8,15.6,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100818,0.5,27.8,18.3,0.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100819,0,31.1,17.2,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100820,0,32.8,20.6,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100821,11.4,26.7,20.6,2.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100822,0,26.7,19.4,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100823,0,25.6,16.7,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100824,0,25.6,16.1,1.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100825,0.8,25,15,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100826,0,23.3,10,1.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100827,0,27.8,11.1,2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100828,0,30,13.3,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100829,0,33.3,20,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100830,0,32.8,20.6,3.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100831,0,32.8,21.1,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100901,0,27.8,21.7,3.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100902,20.1,26.1,20,4.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100903,4.6,22.2,15,7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100904,0,18.3,11.1,6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100905,0,23.3,8.3,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100906,0.3,28.3,17.8,4.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100907,0,27.2,15,7.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100908,0,18.9,8.9,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100909,0,21.1,6.7,1.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100910,0,23.3,9.4,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100911,9.7,17.8,13.3,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100912,0,25.6,11.1,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100913,0,26.1,11.7,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100914,0,25,10.6,1.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100915,0.5,25,11.7,3.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100916,4.3,21.7,11.7,5.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100917,0,22.2,10,1.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100918,2.8,20.6,12.2,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100919,0,23.3,11.7,1.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100920,2.3,24.4,15.6,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100921,5.6,32.2,18.3,5.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100922,3.8,23.9,17.8,1.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100923,0,32.2,17.2,5.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100924,0.3,26.7,14.4,7.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100925,0,15.6,10.6,5.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100926,0,15.6,7.2,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100927,0,18.9,3.9,2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100928,0,18.3,7.8,1.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100929,0,23.3,5,1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20100930,0,22.8,8.9,4.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101001,0,21.1,4.4,1.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101002,3,14.4,4.4,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101003,0,14.4,2.2,4.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101004,0,15.6,0,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101005,0,18.3,-1.1,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101006,0,22.8,3.9,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101007,0,21.1,6.7,2.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101008,0,26.7,6.1,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101009,0,29.4,11.1,1.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101010,0,28.3,12.2,2.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101011,0,27.2,12.2,2.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101012,0,24.4,9.4,1.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101013,3,17.8,6.1,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101014,0.5,17.8,3.9,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101015,0.3,16.1,3.9,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101016,0,20,1.7,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101017,0,18.3,3.9,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20101018,0,15,4.4,0.9
