plant_id,spp,nTreatment,temp,phoper,pfd,photo,cond,ci,,
pa14bmed,pa,med,25,10,0,-0.571966664,0.035047665,414.8727387,,
pahigh,pa,high,25,14,1200,15.2,0.293,277,,
pahigh,pa,high,25,14,1000,15.6,0.321,283,,
pahigh,pa,high,25,14,500,13.9,0.315,294,,
pahigh,pa,high,25,14,200,9.97,0.306,319,,
pahigh,pa,high,25,14,100,6.29,0.297,343,,
pahigh,pa,high,25,14,75,4.76,0.266,350,,
pahigh,pa,high,25,14,50,3.33,0.225,357,,
pahigh,pa,high,25,14,25,1.42,0.193,372,,
pahigh,pa,high,25,14,0,-0.867,0.143,398,,
pa5bhigh,pa,high,25,14,1200,15.2,0.242,262,,
pa5bhigh,pa,high,25,14,1000,15.9,0.283,274,,
pa5bhigh,pa,high,25,14,500,13.2,0.276,290,,
pa5bhigh,pa,high,25,14,200,8.98,0.243,313,,
pa5bhigh,pa,high,25,14,100,5.76,0.193,328,,
pa5bhigh,pa,high,25,14,75,4.22,0.138,327,,
pa5bhigh,pa,high,25,14,50,0.347,0.0116,332,,
pa5bhigh,pa,high,25,14,25,1.09,0.0671,356,,
pa5bhigh,pa,high,25,14,0,-1.17,0.0342,450,,
pa15chigh,pa,high,25,14,1200,10.7,0.157,254,,
pa15chigh,pa,high,25,14,1000,10.8,0.18,269,,
pa15chigh,pa,high,25,14,500,9.78,0.174,276,,
pa15chigh,pa,high,25,14,200,7.33,0.146,289,,
pa15chigh,pa,high,25,14,100,5.08,0.113,300,,
pa15chigh,pa,high,25,14,75,4.25,0.0937,299,,
pa15chigh,pa,high,25,14,50,3.12,0.0785,310,,
pa15chigh,pa,high,25,14,25,1.3,0.0649,348,,
pa15chigh,pa,high,25,14,0,-0.66,0.0367,419,,
pa6bhigh,pa,high,25,14,1200,14,0.217,258,,
pa6bhigh,pa,high,25,14,1000,14.9,0.281,279,,
pa6bhigh,pa,high,25,14,500,12.6,0.278,294,,
pa6bhigh,pa,high,25,14,200,8.9,0.255,315,,
pa6bhigh,pa,high,25,14,100,5.67,0.196,328,,
pa6bhigh,pa,high,25,14,75,4.26,0.132,323,,
pa6bhigh,pa,high,25,14,50,2.81,0.0809,319,,
pa6bhigh,pa,high,25,14,25,1.14,0.0431,335,,
pa6bhigh,pa,high,25,14,0,-0.234,0.00497,462,,
pa5chigh,pa,high,25,14,1200,9.557122941,0.088031118,200.1853654,,
pa5chigh,pa,high,25,14,1000,10.98087379,0.127651281,233.9893604,,
pa5chigh,pa,high,25,14,500,9.261108069,0.126297349,257.6269803,,
pa5chigh,pa,high,25,14,200,6.23876657,0.101447464,281.5494133,,
pa5chigh,pa,high,25,14,100,4.241150479,0.075831582,293.8902707,,
pa5chigh,pa,high,25,14,75,2.025818166,0.05284928,325.2720154,,
pa5chigh,pa,high,25,14,50,1.204380178,0.035861487,333.9589645,,
pa5chigh,pa,high,25,14,25,1.116095283,0.024611602,315.3810035,,
pa5chigh,pa,high,25,14,0,-0.703468828,0.012417874,479.3391186,,
pa14chigh,pa,high,25,14,1200,12.27774704,0.206185048,274.8247555,,
pa14chigh,pa,high,25,14,1000,13.00513798,0.23252848,279.4485545,,
pa14chigh,pa,high,25,14,500,11.74925572,0.214783892,283.6980608,,
pa14chigh,pa,high,25,14,200,7.803698946,0.189974593,311.9605758,,
pa14chigh,pa,high,25,14,100,3.505604433,0.136372777,343.0394889,,
pa14chigh,pa,high,25,14,75,2.862115952,0.101778795,340.1698913,,
pa14chigh,pa,high,25,14,50,1.875282393,0.08694823,352.0972684,,
pa14chigh,pa,high,25,14,25,1.024816867,0.086908645,369.126177,,
pa14chigh,pa,high,25,14,0,-0.535038467,0.06164786,403.7116486,,
pa5alow,pa,low,25,14,1200,9.95,0.227,299,,
pa5alow,pa,low,25,14,1000,9.53,0.202,293,,
pa5alow,pa,low,25,14,500,8.52,0.187,296,,
pa5alow,pa,low,25,14,200,6.74,0.167,307,,
pa5alow,pa,low,25,14,100,4.79,0.144,321,,
pa5alow,pa,low,25,14,75,4.19,0.124,321,,
pa5alow,pa,low,25,14,50,2.9,0.0923,326,,
pa5alow,pa,low,25,14,25,1.29,0.0583,345,,
pa5alow,pa,low,25,14,0,-0.858,0.0321,436,,
pa15clow,pa,low,25,14,1200,9.67,0.193,282,,
pa15clow,pa,low,25,14,1000,9.87,0.193,281,,
pa15clow,pa,low,25,14,500,9.53,0.197,286,,
pa15clow,pa,low,25,14,200,7.97,0.2,304,,
pa15clow,pa,low,25,14,100,5.39,0.185,328,,
pa15clow,pa,low,25,14,75,4.31,0.163,334,,
pa15clow,pa,low,25,14,50,2.99,0.12,338,,
pa15clow,pa,low,25,14,25,1.25,0.0678,351,,
pa15clow,pa,low,25,14,0,-0.737,0.0393,421,,
pa7blow,pa,low,25,14,1200,8.35,0.142,274,,
pa7blow,pa,low,25,14,1000,8.63,0.156,280,,
pa7blow,pa,low,25,14,500,8.3,0.162,287,,
pa7blow,pa,low,25,14,200,7.15,0.151,295,,
pa7blow,pa,low,25,14,100,4.98,0.122,308,,
pa7blow,pa,low,25,14,75,4.04,0.0965,307,,
pa7blow,pa,low,25,14,50,2.92,0.0699,308,,
pa7blow,pa,low,25,14,25,1.27,0.0368,322,,
pa7blow,pa,low,25,14,0,-0.154,0.00421,445,,
pa14clow,pa,low,25,14,1200,8.82,0.235,312,,
pa14clow,pa,low,25,14,1000,8.82,0.242,314,,
pa14clow,pa,low,25,14,500,7.93,0.221,315,,
pa14clow,pa,low,25,14,200,6.12,0.173,318,,
pa14clow,pa,low,25,14,100,4.48,0.129,320,,
pa14clow,pa,low,25,14,75,0.445,0.0116,317,,
pa14clow,pa,low,25,14,50,2.23,0.0552,310,,
pa14clow,pa,low,25,14,25,1.48,0.0521,333,,
pa14clow,pa,low,25,14,0,-0.617,0.0237,435,,
pa5alow,pa,low,25,14,1200,10.78914989,0.134832324,243.6747021,,
pa5alow,pa,low,25,14,1000,11.7455276,0.156925237,250.4985552,,
pa5alow,pa,low,25,14,500,11.04138571,0.165139479,264.95119,,
pa5alow,pa,low,25,14,200,7.909045802,0.154668677,295.2584392,,
pa5alow,pa,low,25,14,100,3.773042676,0.138742425,340.1454301,,
pa5alow,pa,low,25,14,75,3.773537071,0.121291088,333.7960378,,
pa5alow,pa,low,25,14,50,2.296733346,0.102181472,349.962531,,
pa5alow,pa,low,25,14,25,0.979106215,0.078926772,367.8875441,,
pa5alow,pa,low,25,14,0,-1.129663895,0.043043119,432.0195312,,
palow,pa,low,25,14,1200,11.58831081,0.178107336,266.9782077,,
palow,pa,low,25,14,1000,11.03699126,0.19281406,280.1510348,,
palow,pa,low,25,14,500,10.79570785,0.188349861,280.7612798,,
palow,pa,low,25,14,200,8.430149197,0.172160852,298.1042434,,
palow,pa,low,25,14,100,4.512722472,0.166249749,338.9724191,,
palow,pa,low,25,14,75,4.109065921,0.147607689,338.4624166,,
palow,pa,low,25,14,50,1.38565381,0.123577671,369.2188931,,
palow,pa,low,25,14,25,-0.401682255,0.103233821,395.7296556,,
palow,pa,low,25,14,0,-0.97271835,0.069396926,412.5086796,,
pa14bmed,pa,med,25,14,1200,11.6,0.296,302,,
pa14bmed,pa,med,25,14,1000,11.8,0.309,304,,
pa14bmed,pa,med,25,14,500,10.9,0.295,307,,
pa14bmed,pa,med,25,14,200,8.23,0.264,320,,
pa14bmed,pa,med,25,14,100,5.6,0.233,336,,
pa14bmed,pa,med,25,14,75,4.45,0.204,343,,
pa14bmed,pa,med,25,14,50,3.09,0.173,351,,
pa14bmed,pa,med,25,14,25,0.154,0.014,366,,
pa14bmed,pa,med,25,14,0,-0.548,0.0572,404,,
pa5cmed,pa,med,25,14,1200,11.9,0.221,280,,
pa5cmed,pa,med,25,14,1000,12.4,0.267,292,,
pa5cmed,pa,med,25,14,500,11.1,0.275,304,,
pa5cmed,pa,med,25,14,200,8.44,0.244,317,,
pa5cmed,pa,med,25,14,100,5.61,0.193,329,,
pa5cmed,pa,med,25,14,75,4.33,0.147,329,,
pa5cmed,pa,med,25,14,50,2.97,0.108,333,,
pa5cmed,pa,med,25,14,25,1.19,0.0637,351,,
pa5cmed,pa,med,25,14,0,-0.793,0.024,448,,
pa7amed,pa,med,25,14,1200,7.44,0.127,274,,
pa7amed,pa,med,25,14,1000,8.2,0.167,291,,
pa7amed,pa,med,25,14,500,8.33,0.182,297,,
pa7amed,pa,med,25,14,200,6.82,0.172,309,,
pa7amed,pa,med,25,14,100,4.87,0.133,316,,
pa7amed,pa,med,25,14,75,3.82,0.0935,309,,
pa7amed,pa,med,25,14,50,2.61,0.0642,310,,
pa7amed,pa,med,25,14,25,1.36,0.0435,328,,
pa7amed,pa,med,25,14,0,-0.136,0.00504,430,,
pa6cmed,pa,med,25,14,1200,11,0.191,275,,
pa6cmed,pa,med,25,14,1000,11.1,0.222,288,,
pa6cmed,pa,med,25,14,500,10.3,0.228,298,,
pa6cmed,pa,med,25,14,200,7.55,0.214,318,,
pa6cmed,pa,med,25,14,100,5.32,0.188,332,,
pa6cmed,pa,med,25,14,75,4.07,0.13,328,,
pa6cmed,pa,med,25,14,50,2.83,0.0839,324,,
pa6cmed,pa,med,25,14,25,1.02,0.0471,346,,
pa6cmed,pa,med,25,14,0,-0.863,0.0225,453,,
pa6bmed,pa,med,25,14,1200,13.06175021,0.108960765,172.9046366,,
pa6bmed,pa,med,25,14,1000,13.27022972,0.117646826,183.8165616,,
pa6bmed,pa,med,25,14,500,11.64775011,0.11257803,201.6303541,,
pa6bmed,pa,med,25,14,200,7.82554351,0.103098977,251.2315068,,
pa6bmed,pa,med,25,14,100,4.656572746,0.092212523,297.5092375,,
pa6bmed,pa,med,25,14,75,3.674714718,0.081232542,306.8440232,,
pa6bmed,pa,med,25,14,50,2.596126164,0.067608034,319.3153699,,
pa6bmed,pa,med,25,14,25,0.948101977,0.055652854,355.1399828,,
pa6bmed,pa,med,25,14,0,-0.342315788,0.043904254,395.9395706,,
pa5bmed,pa,med,25,14,1200,10.54428441,0.066179476,115.5751603,,
pa5bmed,pa,med,25,14,1000,11.82030021,0.079608572,130.4966094,,
pa5bmed,pa,med,25,14,500,10.68752173,0.074590224,140.8514239,,
pa5bmed,pa,med,25,14,200,7.250069125,0.059302298,179.1993254,,
pa5bmed,pa,med,25,14,100,4.466845568,0.047268631,226.8831559,,
pa5bmed,pa,med,25,14,75,3.530826114,0.036950584,228.2525835,,
pa5bmed,pa,med,25,14,50,2.294860342,0.026632059,244.4836857,,
pa5bmed,pa,med,25,14,25,1.059699852,0.016113892,278.2956424,,
pa5bmed,pa,med,25,14,0,-0.547123631,0.006636203,513.0928472,,
pa6bhigh,pa,high,32,10,1200,13.5270279,0.10619791,156.1770037,,
pa6bhigh,pa,high,32,10,1000,12.6339452,0.101796193,162.4658221,,
pa6bhigh,pa,high,32,10,500,10.68416364,0.090379334,175.7474908,,
pa6bhigh,pa,high,32,10,200,7.078484653,0.079995659,227.9802213,,
pa6bhigh,pa,high,32,10,100,3.271922985,0.073227536,303.5989373,,
pa6bhigh,pa,high,32,10,75,2.390774978,0.067715667,319.6456572,,
pa6bhigh,pa,high,32,10,50,1.621048612,0.060800913,334.1050986,,
pa6bhigh,pa,high,32,10,25,0.418098396,0.054435608,365.587712,,
pa6bhigh,pa,high,32,10,0,-1.574395328,0.046422522,433.3734824,,
pa15chigh,pa,high,32,10,1200,11.56021001,0.290496,304.548882,,
pa15chigh,pa,high,32,10,1000,11.95727995,0.347568147,313.3011755,,
pa15chigh,pa,high,32,10,500,10.36625524,0.399978918,331.0396261,,
pa15chigh,pa,high,32,10,200,6.432129627,0.426957003,355.6653791,,
pa15chigh,pa,high,32,10,100,3.490270377,0.415415737,371.3102936,,
pa15chigh,pa,high,32,10,75,2.554046876,0.394541934,375.8828356,,
pa15chigh,pa,high,32,10,50,1.468977964,0.358336958,381.503665,,
pa15chigh,pa,high,32,10,25,0.327959867,0.311361423,388.3519757,,
pa15chigh,pa,high,32,10,0,-1.905366412,0.262861135,404.8004901,,
pa14ahigh,pa,high,32,10,1200,8.602803472,0.180379998,294.6581893,,
pa14ahigh,pa,high,32,10,1000,8.851953019,0.204283671,301.822346,,
pa14ahigh,pa,high,32,10,500,8.032339086,0.218032902,315.000544,,
pa14ahigh,pa,high,32,10,200,5.361726823,0.218673083,339.6039763,,
pa14ahigh,pa,high,32,10,100,3.153710533,0.206723298,358.1452636,,
pa14ahigh,pa,high,32,10,75,2.359608587,0.190653579,364.0212137,,
pa14ahigh,pa,high,32,10,50,1.553845406,0.171542061,370.4010637,,
pa14ahigh,pa,high,32,10,25,0.200053485,0.148577253,384.4635478,,
pa14ahigh,pa,high,32,10,0,-1.454287123,0.120585305,407.8852046,,
pa5bhigh,pa,high,32,10,1200,4.781180607,0.058888854,249.5233907,,
pa5bhigh,pa,high,32,10,1000,5.946121288,0.069154555,241.9081902,,
pa5bhigh,pa,high,32,10,500,5.949632748,0.083462962,264.952916,,
pa5bhigh,pa,high,32,10,200,4.427234098,0.089861863,302.4722658,,
pa5bhigh,pa,high,32,10,100,2.595423482,0.090177588,339.0692178,,
pa5bhigh,pa,high,32,10,75,2.019273863,0.083380355,346.6992851,,
pa5bhigh,pa,high,32,10,50,1.278013066,0.071351961,357.7149491,,
pa5bhigh,pa,high,32,10,25,0.459167232,0.052718262,372.9808488,,
pa5bhigh,pa,high,32,10,0,-0.795821364,0.026924501,436.106364,,
pa7chigh,pa,high,32,10,1200,11.97728446,0.279962064,298.1060003,,
pa7chigh,pa,high,32,10,1000,11.89631709,0.306532389,304.9738955,,
pa7chigh,pa,high,32,10,500,10.34527379,0.316682923,318.5235846,,
pa7chigh,pa,high,32,10,200,6.468642942,0.316479542,344.9587301,,
pa7chigh,pa,high,32,10,100,3.419841238,0.304073938,364.6708721,,
pa7chigh,pa,high,32,10,75,2.424050911,0.281058323,370.1552249,,
pa7chigh,pa,high,32,10,50,1.476004672,0.258583591,376.2705093,,
pa7chigh,pa,high,32,10,25,0.237270613,0.237310181,385.762403,,
pa7chigh,pa,high,32,10,0,-1.379116276,0.214350452,399.8779332,,
pa15high,pa,high,32,10,1200,7.543304618,0.142561949,287.509709,,
pa15high,pa,high,32,10,1000,7.663596163,0.147218394,289.0744534,,
pa15high,pa,high,32,10,500,6.253122783,0.143690032,305.5672071,,
pa15high,pa,high,32,10,200,4.189832059,0.131406298,327.6766544,,
pa15high,pa,high,32,10,100,2.474372897,0.12311422,349.5399082,,
pa15high,pa,high,32,10,75,1.593000256,0.113307729,360.4599294,,
pa15high,pa,high,32,10,50,0.768957625,0.10298577,372.212531,,
pa15high,pa,high,32,10,25,-0.13713513,0.08852702,387.8667373,,
pa15high,pa,high,32,10,0,-1.567766095,0.071105076,421.9872683,,
pa14clow,pa,low,32,10,1200,11.4951856,0.244476243,292.009883,,
pa14clow,pa,low,32,10,1000,11.74430058,0.275284418,297.2104763,,
pa14clow,pa,low,32,10,500,9.939683693,0.289929958,316.9622411,,
pa14clow,pa,low,32,10,200,6.630077462,0.294378465,340.6622246,,
pa14clow,pa,low,32,10,100,4.265217718,0.295465096,358.6703977,,
pa14clow,pa,low,32,10,75,3.167134532,0.294660427,366.4544069,,
pa14clow,pa,low,32,10,50,2.086777652,0.299484924,373.4736221,,
pa14clow,pa,low,32,10,25,0.858541652,0.289637528,382.3037595,,
pa14clow,pa,low,32,10,0,-1.010851192,0.267929775,396.8184604,,
pa5alow,pa,low,32,10,1200,9.653475507,0.211100168,297.3358062,,
pa5alow,pa,low,32,10,1000,10.17081285,0.235780229,301.3978049,,
pa5alow,pa,low,32,10,500,8.630699139,0.232842752,315.3342896,,
pa5alow,pa,low,32,10,200,5.962636638,0.22564673,336.4453931,,
pa5alow,pa,low,32,10,100,3.798886273,0.224230945,356.3564658,,
pa5alow,pa,low,32,10,75,3.071357321,0.228930573,363.0424225,,
pa5alow,pa,low,32,10,50,2.112928806,0.233924817,371.1047571,,
pa5alow,pa,low,32,10,25,0.413243701,0.232441683,385.8178661,,
pa5alow,pa,low,32,10,0,-0.995481197,0.223647824,397.9789503,,
pa15alow,pa,low,32,10,1200,7.027302951,0.155733482,305.0109314,,
pa15alow,pa,low,32,10,1000,7.103251804,0.183699142,315.62054,,
pa15alow,pa,low,32,10,500,6.504078879,0.184630726,321.3743088,,
pa15alow,pa,low,32,10,200,5.070091518,0.189582351,338.6964466,,
pa15alow,pa,low,32,10,100,3.165501963,0.184608995,356.25075,,
pa15alow,pa,low,32,10,75,2.840876495,0.182336061,360.0439618,,
pa15alow,pa,low,32,10,50,1.586075208,0.184633596,372.7848551,,
pa15alow,pa,low,32,10,25,0.705474004,0.180119557,382.9399435,,
pa15alow,pa,low,32,10,0,-0.961191648,0.167960597,399.782798,,
pa6alow,pa,low,32,10,1200,8.466906734,0.20789446,308.4232492,,
pa6alow,pa,low,32,10,1000,8.946696111,0.249571614,317.1961193,,
pa6alow,pa,low,32,10,500,8.063191358,0.280309882,329.4013269,,
pa6alow,pa,low,32,10,200,5.685801835,0.303646312,350.2097163,,
pa6alow,pa,low,32,10,100,3.124875227,0.319306159,368.8546726,,
pa6alow,pa,low,32,10,75,2.172051021,0.325248472,375.2190683,,
pa6alow,pa,low,32,10,50,1.229104065,0.322626864,381.1222583,,
pa6alow,pa,low,32,10,25,0.023293381,0.312495903,388.9694302,,
pa6alow,pa,low,32,10,0,-1.489464648,0.297361592,401.2121867,,
pa1.15low,pa,low,32,10,1200,3.89180003,0.124271456,325.3938491,,
pa1.15low,pa,low,32,10,1000,4.049480872,0.137062245,328.3931798,,
pa1.15low,pa,low,32,10,500,3.799765525,0.143672245,334.8133356,,
pa1.15low,pa,low,32,10,200,3.336246039,0.146783172,342.2260631,,
pa1.15low,pa,low,32,10,100,2.948003201,0.146398158,347.2926898,,
pa1.15low,pa,low,32,10,75,2.192056209,0.144727686,356.2328058,,
pa1.15low,pa,low,32,10,50,1.746815952,0.138948602,361.2130823,,
pa1.15low,pa,low,32,10,25,0.665724969,0.128113108,374.313622,,
pa1.15low,pa,low,32,10,0,-0.654240914,0.106187569,393.9521348,,
pa7alow,pa,low,32,10,1200,7.248463014,0.166802068,304.3412926,,
pa7alow,pa,low,32,10,1000,7.906141711,0.199873352,309.8082839,,
pa7alow,pa,low,32,10,500,7.664193395,0.211252957,316.216968,,
pa7alow,pa,low,32,10,200,5.744601884,0.212885781,334.6685774,,
pa7alow,pa,low,32,10,100,3.374006407,0.212019041,356.1915775,,
pa7alow,pa,low,32,10,75,2.612081794,0.206771347,362.8112385,,
pa7alow,pa,low,32,10,50,1.367826643,0.191415206,373.3538896,,
pa7alow,pa,low,32,10,25,0.520972115,0.166669894,381.2481202,,
pa7alow,pa,low,32,10,0,-1.008504428,0.126379197,400.9358956,,
pa3med,pa,med,32,10,1200,13.18690439,0.340915159,300.5059621,,
pa3med,pa,med,32,10,1000,12.87892399,0.377049402,308.9077635,,
pa3med,pa,med,32,10,500,11.17635757,0.392367175,322.2151501,,
pa3med,pa,med,32,10,200,7.249401254,0.397449399,345.738049,,
pa3med,pa,med,32,10,100,3.706051011,0.391381807,365.5535084,,
pa3med,pa,med,32,10,75,2.834162948,0.384261412,370.5193804,,
pa3med,pa,med,32,10,50,1.870889508,0.372237787,375.9763304,,
pa3med,pa,med,32,10,25,0.335077184,0.352529362,384.8055478,,
pa3med,pa,med,32,10,0,-1.632179153,0.323698818,398.9892875,,
pa5cmed,pa,med,32,10,1200,10.6290235,0.22200394,292.7503189,,
pa5cmed,pa,med,32,10,1000,10.8075985,0.234723059,295.4365283,,
pa5cmed,pa,med,32,10,500,9.126652255,0.227540931,308.065633,,
pa5cmed,pa,med,32,10,200,5.765233891,0.218653989,335.7465281,,
pa5cmed,pa,med,32,10,100,3.176532029,0.204578118,357.1950828,,
pa5cmed,pa,med,32,10,75,2.248881388,0.190290716,364.6737717,,
pa5cmed,pa,med,32,10,50,1.491262817,0.174210871,371.1846583,,
pa5cmed,pa,med,32,10,25,-0.092939462,0.15596933,387.9791696,,
pa5cmed,pa,med,32,10,0,-1.721014672,0.132225808,410.5290049,,
pa7amed,pa,med,32,10,1200,12.78455945,0.324404492,302.5206876,,
pa7amed,pa,med,32,10,1000,12.0012887,0.316787407,306.4969365,,
pa7amed,pa,med,32,10,500,10.10914611,0.292726493,315.8972872,,
pa7amed,pa,med,32,10,200,6.121908278,0.251079479,338.7328868,,
pa7amed,pa,med,32,10,100,3.367643611,0.203281267,355.4648108,,
pa7amed,pa,med,32,10,75,2.06641091,0.167325969,363.9588333,,
pa7amed,pa,med,32,10,50,1.372161354,0.130025082,367.7243509,,
pa7amed,pa,med,32,10,25,0.225791163,0.095175445,382.230866,,
pa7amed,pa,med,32,10,0,-1.562609391,0.065443566,425.7776866,,
pa15bmed,pa,med,32,10,1200,13.28635373,0.330620256,299.282096,,
pa15bmed,pa,med,32,10,1000,12.26975443,0.347336731,308.5239973,,
pa15bmed,pa,med,32,10,500,11.08852432,0.352225773,318.6189486,,
pa15bmed,pa,med,32,10,200,7.43367774,0.341263979,341.3907655,,
pa15bmed,pa,med,32,10,100,4.932984996,0.316298317,355.4516886,,
pa15bmed,pa,med,32,10,75,3.380719976,0.294098235,363.8865264,,
pa15bmed,pa,med,32,10,50,2.086713849,0.267580607,373.3270387,,
pa15bmed,pa,med,32,10,25,0.809132825,0.252451475,382.8658364,,
pa15bmed,pa,med,32,10,0,-0.788136998,0.233281675,396.8310486,,
pa14bmed,pa,med,32,10,1200,8.994117694,0.221603715,308.3990048,,
pa14bmed,pa,med,32,10,1000,8.179755557,0.223280124,317.2744542,,
pa14bmed,pa,med,32,10,500,7.537126121,0.221398956,323.0296298,,
pa14bmed,pa,med,32,10,200,4.251995588,0.214814124,350.3179766,,
pa14bmed,pa,med,32,10,100,2.533041046,0.199267092,364.7684943,,
pa14bmed,pa,med,32,10,75,1.461499406,0.194025968,374.1088409,,
pa14bmed,pa,med,32,10,50,0.915518635,0.188175429,378.760877,,
pa14bmed,pa,med,32,10,25,0.15930221,0.180082693,386.5955922,,
pa14bmed,pa,med,32,10,0,-1.1759098,0.161889173,403.6019534,,
pa6cmed,pa,med,32,10,1200,6.855499946,0.090428002,252.161798,,
pa6cmed,pa,med,32,10,1000,5.468359612,0.074001482,256.9620919,,
pa6cmed,pa,med,32,10,500,4.348997469,0.055041573,253.1808468,,
pa6cmed,pa,med,32,10,200,2.628685649,0.041553037,280.8404456,,
pa6cmed,pa,med,32,10,100,0.965747418,0.033161455,337.1516189,,
pa6cmed,pa,med,32,10,75,0.912081387,0.026618527,330.44254,,
pa6cmed,pa,med,32,10,50,0.235801329,0.019898677,366.3844331,,
pa6cmed,pa,med,32,10,25,-0.206680886,0.014011878,408.7651568,,
pa6cmed,pa,med,32,10,0,-1.227302943,0.013278697,532.3115795,,
pa6bhigh,pa,high,32,14,1200,10.94560376,0.269773161,305.1866585,,
pa6bhigh,pa,high,32,14,1000,10.51555799,0.288214361,312.4201856,,
pa6bhigh,pa,high,32,14,500,9.132257074,0.291867501,324.0636715,,
pa6bhigh,pa,high,32,14,200,6.70954521,0.288468601,342.0680967,,
pa6bhigh,pa,high,32,14,100,4.90300751,0.271430596,353.4160693,,
pa6bhigh,pa,high,32,14,75,3.292501497,0.251303462,363.6558776,,
pa6bhigh,pa,high,32,14,50,2.634475544,0.232526701,367.9185639,,
pa6bhigh,pa,high,32,14,25,1.362230564,0.210115765,377.5019731,,
pa6bhigh,pa,high,32,14,0,-0.622640983,0.179362602,396.1877063,,
pa14ahigh,pa,high,32,14,1200,9.626535321,0.185873031,288.8739386,,
pa14ahigh,pa,high,32,14,1000,10.32600478,0.223105893,296.9023002,,
pa14ahigh,pa,high,32,14,500,9.674364362,0.228030822,305.0545881,,
pa14ahigh,pa,high,32,14,200,6.77353622,0.23397316,331.6745394,,
pa14ahigh,pa,high,32,14,100,4.686002957,0.226575205,348.524836,,
pa14ahigh,pa,high,32,14,75,3.348620734,0.223834181,359.7363115,,
pa14ahigh,pa,high,32,14,50,2.286369488,0.200539614,366.831647,,
pa14ahigh,pa,high,32,14,25,1.169289415,0.183271705,377.0001286,,
pa14ahigh,pa,high,32,14,0,-1.186364201,0.149600928,403.1345761,,
pa15chigh,pa,high,32,14,1200,10.4739293,0.198252584,285.362245,,
pa15chigh,pa,high,32,14,1000,11.6828437,0.240744468,290.8785783,,
pa15chigh,pa,high,32,14,500,10.53298136,0.259198173,305.890631,,
pa15chigh,pa,high,32,14,200,7.66273854,0.276762192,331.8577973,,
pa15chigh,pa,high,32,14,100,4.513254034,0.272649788,354.8061262,,
pa15chigh,pa,high,32,14,75,3.713690666,0.265471033,360.4495849,,
pa15chigh,pa,high,32,14,50,2.527390575,0.243156322,367.9027181,,
pa15chigh,pa,high,32,14,25,0.585237141,0.20247227,382.5684789,,
pa15chigh,pa,high,32,14,0,-1.070141359,0.14933076,401.2517763,,
pa7bhigh,pa,high,32,14,1200,10.05659668,0.198906009,288.8448548,,
pa7bhigh,pa,high,32,14,1000,10.47652073,0.218162826,293.108197,,
pa7bhigh,pa,high,32,14,500,9.745425377,0.222185639,302.0098257,,
pa7bhigh,pa,high,32,14,200,6.696428302,0.217218246,327.8385097,,
pa7bhigh,pa,high,32,14,100,3.894134263,0.192986881,349.5280798,,
pa7bhigh,pa,high,32,14,75,3.359733401,0.169345281,350.9382458,,
pa7bhigh,pa,high,32,14,50,2.307157375,0.157175564,360.6628485,,
pa7bhigh,pa,high,32,14,25,0.805419327,0.134847808,376.9936131,,
pa7bhigh,pa,high,32,14,0,-1.430394373,0.1083008,410.6711568,,
pa115high,pa,high,32,14,1200,11.19136777,0.257848822,301.1480973,,
pa115high,pa,high,32,14,1000,11.88727972,0.293769056,305.1428973,,
pa115high,pa,high,32,14,500,10.50478514,0.301846835,317.2058638,,
pa115high,pa,high,32,14,200,6.830419299,0.299115654,342.6729204,,
pa115high,pa,high,32,14,100,3.823251338,0.292616343,363.2217359,,
pa115high,pa,high,32,14,75,2.783214681,0.280492965,369.7638207,,
pa115high,pa,high,32,14,50,1.41259614,0.261488644,379.049282,,
pa115high,pa,high,32,14,25,0.518772362,0.233040551,385.4343839,,
pa115high,pa,high,32,14,0,-1.350368156,0.190002333,402.9965617,,
pa5bhigh,pa,high,32,14,1200,10.22352468,0.154337306,264.5085003,,
pa5bhigh,pa,high,32,14,1000,10.6364037,0.178222449,274.7068936,,
pa5bhigh,pa,high,32,14,500,9.363474178,0.183835607,291.8255358,,
pa5bhigh,pa,high,32,14,200,6.286503288,0.171951595,320.228685,,
pa5bhigh,pa,high,32,14,100,3.339774132,0.151911324,348.0544467,,
pa5bhigh,pa,high,32,14,75,2.377890783,0.13061093,355.4001611,,
pa5bhigh,pa,high,32,14,50,1.216602878,0.106281865,367.8336617,,
pa5bhigh,pa,high,32,14,25,0.094164386,0.079287501,385.6542279,,
pa5bhigh,pa,high,32,14,0,-1.898622035,0.052464557,447.490026,,
pa1.15low,pa,low,32,14,1200,4.943825378,0.175691386,334.7636006,,
pa1.15low,pa,low,32,14,1000,5.320726361,0.232524155,343.1071757,,
pa1.15low,pa,low,32,14,500,5.542625879,0.263458506,346.9348222,,
pa1.15low,pa,low,32,14,200,4.143266452,0.271857565,359.0322611,,
pa1.15low,pa,low,32,14,100,2.599994525,0.271403857,370.6308656,,
pa1.15low,pa,low,32,14,75,1.859973583,0.267414133,375.7490136,,
pa1.15low,pa,low,32,14,50,0.94014626,0.249562138,382.4805435,,
pa1.15low,pa,low,32,14,25,0.197308594,0.215016398,387.9525974,,
pa1.15low,pa,low,32,14,0,-1.033370003,0.152267643,401.6468995,,
pa5alow,pa,low,32,14,1200,7.028832257,0.234118694,329.7066445,,
pa5alow,pa,low,32,14,1000,7.077033516,0.238767357,330.2239179,,
