plant_id,spp,nTreatment,temp,phoper,pfd,photo,cond,ci,,
csw4low,cs,low,32,10,25,0.724015514,0.127602834,374.0127275,,
csw4low,cs,low,32,10,0,-1.442774319,0.118592447,405.5119288,,
csw6low,cs,low,32,10,1200,7.009919018,0.25841668,330.2808379,,
csw6low,cs,low,32,10,1000,5.964119657,0.24974207,337.2034019,,
csw6low,cs,low,32,10,500,4.399295387,0.210670974,344.8985546,,
csw6low,cs,low,32,10,200,4.007548573,0.194738134,346.3176621,,
csw6low,cs,low,32,10,100,1.383142955,0.186564585,371.3788765,,
csw6low,cs,low,32,10,75,1.210917581,0.178717623,372.7898006,,
csw6low,cs,low,32,10,50,0.335812541,0.177102969,381.8427957,,
csw6low,cs,low,32,10,25,-0.782602933,0.153877995,394.5581367,,
csw6low,cs,low,32,10,0,-1.671378111,0.156549229,404.5907328,,
csw3low,cs,low,32,10,1200,2.880579413,0.211849606,359.2381258,,
csw3low,cs,low,32,10,1000,3.975940827,0.193459585,346.5405127,,
csw3low,cs,low,32,10,500,3.751246621,0.176695246,346.2530486,,
csw3low,cs,low,32,10,200,2.980679239,0.15596243,351.118893,,
csw3low,cs,low,32,10,100,1.039190511,0.141286034,372.8040523,,
csw3low,cs,low,32,10,75,1.923024124,0.131813162,359.7615841,,
csw3low,cs,low,32,10,50,0.303713879,0.11515103,380.9954724,,
csw3low,cs,low,32,10,25,0.675734568,0.098516179,373.5246396,,
csw3low,cs,low,32,10,0,-0.211125296,0.099385117,389.0706114,,
csw6med,cs,med,32,10,1200,3.732311026,0.205470912,350.5467577,,
csw6med,cs,med,32,10,1000,3.696282031,0.19375595,349.1764796,,
csw6med,cs,med,32,10,500,2.70668936,0.177314079,356.7850017,,
csw6med,cs,med,32,10,200,1.990629586,0.165812018,363.7849738,,
csw6med,cs,med,32,10,100,1.253830328,0.154141495,371.0170892,,
csw6med,cs,med,32,10,75,0.822309567,0.148452361,375.6652763,,
csw6med,cs,med,32,10,50,0.451608198,0.140805597,380.2333941,,
csw6med,cs,med,32,10,25,0.080002073,0.130155856,384.8687971,,
csw6med,cs,med,32,10,0,-1.116744288,0.123326494,402.0408534,,
csw3med,cs,med,32,10,1200,4.725179247,0.141748462,322.2003198,,
csw3med,cs,med,32,10,1000,4.521714507,0.137173967,323.3843841,,
csw3med,cs,med,32,10,500,4.122205279,0.127760686,325.9341786,,
csw3med,cs,med,32,10,200,2.606889771,0.118404453,344.5058924,,
csw3med,cs,med,32,10,100,1.406033196,0.112614188,361.7091217,,
csw3med,cs,med,32,10,75,1.361652527,0.107247036,361.675915,,
csw3med,cs,med,32,10,50,1.034807942,0.100557763,366.2834926,,
csw3med,cs,med,32,10,25,0.043459161,0.094336197,382.9716432,,
csw3med,cs,med,32,10,0,-0.69197377,0.086202847,397.5504086,,
csw4med,cs,med,32,10,1200,6.551580794,0.191903011,318.801628,,
csw4med,cs,med,32,10,1000,6.559180697,0.17534867,314.1764072,,
csw4med,cs,med,32,10,500,5.552924353,0.160163478,320.3509672,,
csw4med,cs,med,32,10,200,3.450031602,0.14777142,341.5467362,,
csw4med,cs,med,32,10,100,1.955382717,0.137682378,358.5824307,,
csw4med,cs,med,32,10,75,1.516593427,0.129241946,363.009376,,
csw4med,cs,med,32,10,50,1.315450248,0.116024975,364.1727214,,
csw4med,cs,med,32,10,25,0.140552875,0.106645544,381.2348788,,
csw4med,cs,med,32,10,0,-1.252362028,0.091517498,406.7765205,,
csw1med,cs,med,32,10,1200,5.773673184,0.172020442,321.4796052,,
csw1med,cs,med,32,10,1000,6.627793182,0.15008266,303.6226034,,
csw1med,cs,med,32,10,500,5.236907659,0.118600539,306.4397941,,
csw1med,cs,med,32,10,200,3.517043061,0.112632546,330.0890505,,
csw1med,cs,med,32,10,100,1.895445208,0.099355009,351.912624,,
csw1med,cs,med,32,10,75,1.160562376,0.09725872,364.2161406,,
csw1med,cs,med,32,10,50,0.253589718,0.083424558,379.7310024,,
csw1med,cs,med,32,10,25,0.703806726,0.072905571,368.7485871,,
csw1med,cs,med,32,10,0,-1.314615449,0.066996528,417.72367,,
csw2med,cs,med,32,10,1200,7.799080229,0.190886536,307.7597293,,
csw2med,cs,med,32,10,1000,7.330446601,0.180851095,309.0801243,,
csw2med,cs,med,32,10,500,6.691660372,0.172239939,313.4721015,,
csw2med,cs,med,32,10,200,3.69604144,0.165393469,344.8670923,,
csw2med,cs,med,32,10,100,3.119855047,0.163931022,351.1340874,,
csw2med,cs,med,32,10,75,1.977123883,0.16454883,364.1661366,,
csw2med,cs,med,32,10,50,0.757703403,0.153682562,377.302778,,
csw2med,cs,med,32,10,25,0.037245374,0.153240363,386.0695702,,
csw2med,cs,med,32,10,0,-0.405848852,0.134617357,391.458703,,
csw7med,cs,med,32,10,1200,7.277276813,0.209469016,317.2390677,,
csw7med,cs,med,32,10,1000,7.446869979,0.195987243,311.9623078,,
csw7med,cs,med,32,10,500,5.798917855,0.178250145,323.8141553,,
csw7med,cs,med,32,10,200,3.438411519,0.1696884,347.2756911,,
csw7med,cs,med,32,10,100,0.219596609,0.15972948,382.3929285,,
csw7med,cs,med,32,10,75,0.375782561,0.146630662,380.3969613,,
csw7med,cs,med,32,10,50,-0.308003426,0.12759771,389.1537615,,
csw7med,cs,med,32,10,25,0.441769272,0.110607668,377.594825,,
csw7med,cs,med,32,10,0,-1.337720582,0.083560727,411.3768638,,
cshigh,cs,high,32,14,1200,9.659973843,0.118340869,235.3410397,,
cshigh,cs,high,32,14,1000,9.847370337,0.133984081,248.4778729,,
cshigh,cs,high,32,14,500,8.953162118,0.140623844,266.6955063,,
cshigh,cs,high,32,14,200,5.756946216,0.141524929,309.1091237,,
cshigh,cs,high,32,14,100,3.269767277,0.145361548,341.8775302,,
cshigh,cs,high,32,14,75,2.519385572,0.146506232,351.4889661,,
cshigh,cs,high,32,14,50,1.456005601,0.152715597,365.5083681,,
cshigh,cs,high,32,14,25,0.551807872,0.149907463,377.3286874,,
cshigh,cs,high,32,14,0,-0.976925623,0.145570605,395.6571132,,
csw4high,cs,high,32,14,1200,6.815413787,0.142908946,297.5856328,,
csw4high,cs,high,32,14,1000,7.629259636,0.138903001,285.4673605,,
csw4high,cs,high,32,14,500,5.85122299,0.134963577,307.9537672,,
csw4high,cs,high,32,14,200,4.098107163,0.130318318,329.5006569,,
csw4high,cs,high,32,14,100,2.465226263,0.125300393,350.726409,,
csw4high,cs,high,32,14,75,1.998933524,0.121369953,356.2131092,,
csw4high,cs,high,32,14,50,1.074057249,0.114879049,368.5847002,,
csw4high,cs,high,32,14,25,0.534560393,0.113479394,376.381861,,
csw4high,cs,high,32,14,0,-0.857542373,0.104315817,400.4607737,,
csw1high,cs,high,32,14,1200,6.920227859,0.235552843,327.2209594,,
csw1high,cs,high,32,14,1000,7.539024879,0.205198252,315.3422414,,
csw1high,cs,high,32,14,500,5.562231572,0.173867276,325.6467862,,
csw1high,cs,high,32,14,200,3.850475877,0.146816881,337.5181591,,
csw1high,cs,high,32,14,100,2.15173303,0.126206573,354.3024012,,
csw1high,cs,high,32,14,75,1.375019671,0.11053133,362.6230985,,
csw1high,cs,high,32,14,50,0.988260683,0.09555371,367.4740882,,
csw1high,cs,high,32,14,25,0.519874891,0.087281167,375.2677546,,
csw1high,cs,high,32,14,0,-0.908134801,0.075867863,404.7281974,,
csw7high,cs,high,32,14,1200,9.017141674,0.216780526,302.7202237,,
csw7high,cs,high,32,14,1000,9.383306081,0.179542643,286.4770902,,
csw7high,cs,high,32,14,500,6.960621344,0.145710268,298.673169,,
csw7high,cs,high,32,14,200,4.382127287,0.120000916,320.3610273,,
csw7high,cs,high,32,14,100,2.475391841,0.094234106,338.8569433,,
csw7high,cs,high,32,14,75,1.984414397,0.081163353,342.0222843,,
csw7high,cs,high,32,14,50,0.810972591,0.07033159,363.4967968,,
csw7high,cs,high,32,14,25,0.135404517,0.062478011,379.5842881,,
csw7high,cs,high,32,14,0,-0.651302141,0.051940294,404.3172209,,
csw3high,cs,high,32,14,1200,7.549938878,0.277026551,328.1359773,,
csw3high,cs,high,32,14,1000,7.447889737,0.246981069,323.6670163,,
csw3high,cs,high,32,14,500,5.714404178,0.219227111,334.4794895,,
csw3high,cs,high,32,14,200,3.982889349,0.193770238,345.8590218,,
csw3high,cs,high,32,14,100,2.601838872,0.173255054,357.0174993,,
csw3high,cs,high,32,14,75,2.043510072,0.155500964,360.3757442,,
csw3high,cs,high,32,14,50,1.587938589,0.143070746,365.7167751,,
csw3high,cs,high,32,14,25,0.140985205,0.129548821,383.0745718,,
csw3high,cs,high,32,14,0,-0.572023776,0.114360952,393.6030848,,
csw6high,cs,high,32,14,1200,6.234474599,0.175561599,309.6869529,,
csw6high,cs,high,32,14,1000,6.750783188,0.156009259,297.9496037,,
csw6high,cs,high,32,14,500,5.003229448,0.132523772,311.3823055,,
csw6high,cs,high,32,14,200,3.332535084,0.114882778,329.13326,,
csw6high,cs,high,32,14,100,1.989494205,0.103152334,346.9366468,,
csw6high,cs,high,32,14,75,1.438346546,0.09010574,353.8610817,,
csw6high,cs,high,32,14,50,0.807710717,0.082893501,365.1909239,,
csw6high,cs,high,32,14,25,0.107845135,0.074500985,380.3739639,,
csw6high,cs,high,32,14,0,-1.282953526,0.065648366,415.2727231,,
csw7low,cs,low,32,14,1200,3.695317186,0.091648638,312.5659106,,
csw7low,cs,low,32,14,1000,4.061964783,0.089110352,303.7750504,,
csw7low,cs,low,32,14,500,3.492164229,0.083992294,311.3539705,,
csw7low,cs,low,32,14,200,3.242361785,0.079866906,315.6384465,,
csw7low,cs,low,32,14,100,1.559724429,0.076588113,349.2054083,,
csw7low,cs,low,32,14,75,1.610612823,0.074361089,346.9720818,,
csw7low,cs,low,32,14,50,0.593196082,0.068361697,369.7655759,,
csw7low,cs,low,32,14,25,0.330359605,0.063225317,375.218735,,
csw7low,cs,low,32,14,0,-1.302162182,0.055449008,425.1977031,,
csw4low,cs,low,32,14,1200,6.839732435,0.116259953,279.9211508,,
csw4low,cs,low,32,14,1000,7.494714716,0.12798496,281.3852123,,
csw4low,cs,low,32,14,500,5.376926894,0.139658668,316.4148573,,
csw4low,cs,low,32,14,200,3.731933413,0.144838186,339.5646604,,
csw4low,cs,low,32,14,100,2.108710554,0.145528072,360.993504,,
csw4low,cs,low,32,14,75,1.939878313,0.141368283,361.850629,,
csw4low,cs,low,32,14,50,1.024331185,0.135838662,372.7896292,,
csw4low,cs,low,32,14,25,0.379220256,0.123134793,380.2385685,,
csw4low,cs,low,32,14,0,-1.300599047,0.110681729,407.978811,,
csw1low,cs,low,32,14,1200,4.691682492,0.058145785,243.8062471,,
csw1low,cs,low,32,14,1000,4.160633407,0.060049821,263.1955504,,
csw1low,cs,low,32,14,500,4.128409934,0.062130331,268.185048,,
csw1low,cs,low,32,14,200,2.177415046,0.059717264,318.513265,,
csw1low,cs,low,32,14,100,2.064610387,0.060658123,322.921011,,
csw1low,cs,low,32,14,75,2.124314693,0.056596862,319.0955526,,
csw1low,cs,low,32,14,50,0.886927636,0.054495307,354.5396434,,
csw1low,cs,low,32,14,25,0.496508703,0.046060505,363.9023271,,
csw1low,cs,low,32,14,0,-0.918746334,0.042209735,417.0202383,,
csw2low,cs,low,32,14,1200,6.068216579,0.243423235,334.9659187,,
csw2low,cs,low,32,14,1000,4.706636276,0.224482314,343.3527733,,
csw2low,cs,low,32,14,500,5.317783805,0.198376114,333.6152637,,
csw2low,cs,low,32,14,200,2.445130333,0.180429878,359.3857071,,
csw2low,cs,low,32,14,100,2.920795062,0.16172377,351.4802774,,
csw2low,cs,low,32,14,75,2.327437708,0.149400084,356.1750353,,
csw2low,cs,low,32,14,50,0.978110281,0.140642479,371.57168,,
csw2low,cs,low,32,14,25,0.59385883,0.131636957,375.774457,,
csw2low,cs,low,32,14,0,-0.988065087,0.123974344,398.0840122,,
csw6low,cs,low,32,14,1200,4.681679226,0.130761709,320.5152435,,
csw6low,cs,low,32,14,1000,2.929837012,0.137670188,345.9232399,,
csw6low,cs,low,32,14,500,4.828922457,0.141832862,324.243136,,
csw6low,cs,low,32,14,200,2.622044803,0.13851492,350.4491293,,
csw6low,cs,low,32,14,100,1.676626984,0.140544698,364.9653881,,
csw6low,cs,low,32,14,75,0.194091309,0.133155784,383.2758793,,
csw6low,cs,low,32,14,50,3.060513383,0.122977332,342.5009941,,
csw6low,cs,low,32,14,25,0.662119839,0.123228366,376.8056758,,
csw6low,cs,low,32,14,0,0.437240488,0.111200504,378.9209511,,
csw3low,cs,low,32,14,1200,4.112253507,0.115623378,320.673859,,
csw3low,cs,low,32,14,1000,4.079399906,0.119213158,323.345416,,
csw3low,cs,low,32,14,500,3.53472144,0.117671723,332.355064,,
csw3low,cs,low,32,14,200,4.534487392,0.123036817,321.4833866,,
csw3low,cs,low,32,14,100,2.14739811,0.118783656,354.3396101,,
csw3low,cs,low,32,14,75,1.735924723,0.116348528,359.9064348,,
csw3low,cs,low,32,14,50,1.59652932,0.106862626,360.1852928,,
csw3low,cs,low,32,14,25,0.699430924,0.098916006,373.7494885,,
csw3low,cs,low,32,14,0,0.740384189,0.095939929,372.3706233,,
csw4med,cs,med,32,14,1200,5.086449557,0.116678375,304.6812346,,
csw4med,cs,med,32,14,1000,5.209902396,0.111117671,299.7788516,,
csw4med,cs,med,32,14,500,5.27995145,0.109935342,299.1315056,,
csw4med,cs,med,32,14,200,5.61375741,0.107526364,292.6556861,,
csw4med,cs,med,32,14,100,2.620811883,0.107551425,341.4662291,,
csw4med,cs,med,32,14,75,3.501887438,0.095391681,320.6675127,,
csw4med,cs,med,32,14,50,0.663158634,0.080794888,370.0258468,,
csw4med,cs,med,32,14,25,-0.078712884,0.076978536,385.7208075,,
csw4med,cs,med,32,14,0,-0.423434079,0.068369136,394.295486,,
csw1med,cs,med,32,14,1200,5.246808864,0.094518722,284.7763459,,
csw1med,cs,med,32,14,1000,5.56168651,0.090689061,275.6205325,,
csw1med,cs,med,32,14,500,3.966027479,0.082667654,300.7652299,,
csw1med,cs,med,32,14,200,2.677225915,0.079655753,326.2649641,,
csw1med,cs,med,32,14,100,2.11055826,0.070455926,333.1912736,,
csw1med,cs,med,32,14,75,1.579908296,0.063663918,342.1691412,,
csw1med,cs,med,32,14,50,1.626601805,0.059803569,338.379521,,
csw1med,cs,med,32,14,25,0.543110365,0.053580914,366.9153736,,
csw1med,cs,med,32,14,0,-0.761902439,0.046918491,410.1317245,,
csw6med,cs,med,32,14,1200,5.280970697,0.209928007,334.8103863,,
csw6med,cs,med,32,14,1000,4.753785812,0.209683851,339.9918582,,
csw6med,cs,med,32,14,500,4.236665211,0.208751031,344.8777471,,
csw6med,cs,med,32,14,200,3.153517245,0.199484626,354.3470176,,
csw6med,cs,med,32,14,100,2.799002296,0.192666421,357.1402425,,
csw6med,cs,med,32,14,75,1.773797443,0.189331976,366.9626478,,
csw6med,cs,med,32,14,50,1.097881439,0.181777403,373.4354516,,
csw6med,cs,med,32,14,25,0.520741227,0.172384447,379.0763714,,
csw6med,cs,med,32,14,0,-1.225451008,0.16000955,398.6606631,,
csw3med,cs,med,32,14,1200,7.347957719,0.25249198,321.836561,,
csw3med,cs,med,32,14,1000,6.899974411,0.237466107,323.1871884,,
csw3med,cs,med,32,14,500,5.636525488,0.222212045,332.0565762,,
csw3med,cs,med,32,14,200,3.709558585,0.20310426,347.1032204,,
csw3med,cs,med,32,14,100,1.497956869,0.19194379,367.8549078,,
csw3med,cs,med,32,14,75,2.07971497,0.177124332,359.7210402,,
csw3med,cs,med,32,14,50,0.270434667,0.164647448,378.7412566,,
csw3med,cs,med,32,14,25,1.002140672,0.147163656,369.9966055,,
csw3med,cs,med,32,14,0,-0.607617042,0.135622135,391.383983,,
csw1med,cs,med,32,14,1200,6.604775318,0.108200223,273.1878688,,
csw1med,cs,med,32,14,1000,5.816918137,0.09350448,272.9652077,,
csw1med,cs,med,32,14,500,4.326265303,0.077294789,285.52131,,
csw1med,cs,med,32,14,200,3.294787255,0.071820779,303.4823658,,
csw1med,cs,med,32,14,100,2.898647595,0.064661596,305.835224,,
csw1med,cs,med,32,14,75,1.419027311,0.057978566,340.2796405,,
csw1med,cs,med,32,14,50,0.289125165,0.053369792,371.8680139,,
csw1med,cs,med,32,14,25,0.919332834,0.0444042,346.917877,,
csw1med,cs,med,32,14,0,-1.418132676,0.040594359,437.711025,,
csw4med,cs,med,32,14,1200,4.609403043,0.195825766,337.6646077,,
csw4med,cs,med,32,14,1000,5.462840131,0.175994124,324.5501084,,
csw4med,cs,med,32,14,500,4.146535851,0.162150007,335.7501549,,
csw4med,cs,med,32,14,200,2.671101143,0.147016054,350.1071958,,
csw4med,cs,med,32,14,100,1.68463328,0.135465703,360.7592769,,
csw4med,cs,med,32,14,75,0.251033703,0.120637268,379.2110662,,
csw4med,cs,med,32,14,50,0.394850667,0.111491283,376.6180387,,
csw4med,cs,med,32,14,25,0.201678217,0.105164158,379.4645163,,
csw4med,cs,med,32,14,0,0.051148239,0.094495798,381.5672219,,
pa5bhigh,pa,high,25,10,1200,15.23754173,0.302474671,280.2729901,,
pa5bhigh,pa,high,25,10,1000,14.855643,0.31075193,285.3651739,,
pa5bhigh,pa,high,25,10,500,12.1871685,0.295284797,299.0224991,,
pa5bhigh,pa,high,25,10,200,7.928427552,0.272047059,325.3182136,,
pa5bhigh,pa,high,25,10,100,4.668022439,0.235932363,345.952058,,
pa5bhigh,pa,high,25,10,75,3.44317384,0.218482829,354.6557469,,
pa5bhigh,pa,high,25,10,50,2.16028339,0.181476587,363.2031208,,
pa5bhigh,pa,high,25,10,25,0.687705851,0.138621615,377.8227949,,
pa5bhigh,pa,high,25,10,0,-1.027499394,0.080601322,413.3147809,,
pahigh,pa,high,25,10,1200,12.66854381,0.219180484,269.1024123,,
pahigh,pa,high,25,10,1000,12.53041407,0.223090604,272.0651144,,
pahigh,pa,high,25,10,500,10.67111256,0.226027977,289.6293578,,
pahigh,pa,high,25,10,200,7.41723377,0.227681159,319.6041187,,
pahigh,pa,high,25,10,100,4.376531558,0.210461827,344.1329359,,
pahigh,pa,high,25,10,75,3.294916421,0.195403022,352.549152,,
pahigh,pa,high,25,10,50,2.064430695,0.16247115,361.0775328,,
pahigh,pa,high,25,10,25,0.78575602,0.119325432,373.5147204,,
pahigh,pa,high,25,10,0,-0.995648489,0.057958,419.4747726,,
pa6bhigh,pa,high,25,10,1200,12.29394462,0.239071626,282.4865983,,
pa6bhigh,pa,high,25,10,1000,12.08793385,0.244374817,286.0468641,,
pa6bhigh,pa,high,25,10,500,10.08175172,0.230465008,297.6846963,,
pa6bhigh,pa,high,25,10,200,6.834560097,0.174724217,308.251441,,
pa6bhigh,pa,high,25,10,100,4.204810419,0.149635124,330.4935636,,
pa6bhigh,pa,high,25,10,75,3.166537047,0.129544122,337.9910674,,
pa6bhigh,pa,high,25,10,50,2.201784436,0.118785839,349.7576254,,
pa6bhigh,pa,high,25,10,25,0.927345426,0.096267383,367.235322,,
pa6bhigh,pa,high,25,10,0,-0.746636467,0.080508733,404.0747725,,
pa15chigh,pa,high,25,10,1200,13.65924868,0.27194326,284.1339092,,
pa15chigh,pa,high,25,10,1000,13.64978827,0.28094161,287.0913701,,
pa15chigh,pa,high,25,10,500,11.24428273,0.277662338,303.2463738,,
pa15chigh,pa,high,25,10,200,7.355731574,0.265438516,329.6081145,,
pa15chigh,pa,high,25,10,100,4.236260393,0.216838372,346.7134009,,
pa15chigh,pa,high,25,10,75,3.360839076,0.177693971,348.4411369,,
pa15chigh,pa,high,25,10,50,2.051647104,0.151118538,359.3177458,,
pa15chigh,pa,high,25,10,25,0.6428644,0.130292785,376.6107238,,
pa15chigh,pa,high,25,10,0,-1.138558383,0.11035177,406.4977806,,
pa7blow,pa,low,25,10,1200,9.601827327,0.225867718,292.1402182,,
pa7blow,pa,low,25,10,1000,9.810914987,0.258943035,301.6096728,,
pa7blow,pa,low,25,10,500,8.72865926,0.255811976,309.5257092,,
pa7blow,pa,low,25,10,200,6.426998318,0.242888992,326.740771,,
pa7blow,pa,low,25,10,100,4.260585586,0.229457974,344.7357496,,
pa7blow,pa,low,25,10,75,3.26950711,0.182658219,347.1198592,,
pa7blow,pa,low,25,10,50,2.048259253,0.132929903,353.107366,,
pa7blow,pa,low,25,10,25,0.74962442,0.099185225,369.5458138,,
pa7blow,pa,low,25,10,0,-0.292234539,0.018917066,415.5427337,,
pa5alow,pa,low,25,10,1200,9.858866794,0.232520091,297.7431567,,
pa5alow,pa,low,25,10,1000,10.15917161,0.270009375,307.126437,,
pa5alow,pa,low,25,10,500,9.321753386,0.273395387,314.3803161,,
pa5alow,pa,low,25,10,200,6.637984861,0.237576979,328.2897561,,
pa5alow,pa,low,25,10,100,3.930568014,0.181383628,341.9261857,,
pa5alow,pa,low,25,10,75,3.059120489,0.161240105,347.7198286,,
pa5alow,pa,low,25,10,50,1.883716284,0.134781209,357.9369288,,
pa5alow,pa,low,25,10,25,0.658639406,0.112628603,374.2830984,,
pa5alow,pa,low,25,10,0,-0.765199387,0.071638378,406.5576988,,
pa15alow,pa,low,25,10,1200,6.772436295,0.139867591,290.0310102,,
pa15alow,pa,low,25,10,1000,8.297091619,0.182846992,294.9248266,,
pa15alow,pa,low,25,10,500,7.922642745,0.208985895,309.1458256,,
pa15alow,pa,low,25,10,200,5.647182422,0.217668524,333.2304386,,
pa15alow,pa,low,25,10,100,3.716074898,0.206564592,349.6663807,,
pa15alow,pa,low,25,10,75,2.769079962,0.173172873,353.7915262,,
pa15alow,pa,low,25,10,50,1.813994532,0.137615857,359.6917023,,
pa15alow,pa,low,25,10,25,0.59544119,0.113825744,375.6634197,,
pa15alow,pa,low,25,10,0,-1.041965714,0.083666254,410.2317888,,
pa14clow,pa,low,25,10,1200,7.001791521,0.202687465,314.7305625,,
pa14clow,pa,low,25,10,1000,6.987072557,0.200946813,314.2827457,,
pa14clow,pa,low,25,10,500,6.31583142,0.190565034,317.4810886,,
pa14clow,pa,low,25,10,200,4.840535645,0.163528511,325.1790915,,
pa14clow,pa,low,25,10,100,3.373745809,0.139621554,336.7672175,,
pa14clow,pa,low,25,10,75,2.678413378,0.12462085,342.4663445,,
pa14clow,pa,low,25,10,50,1.970096766,0.108988555,349.7104421,,
pa14clow,pa,low,25,10,25,0.780169273,0.084567413,367.9024711,,
pa14clow,pa,low,25,10,0,-0.620556066,0.070313331,404.1622581,,
pa6alow,pa,low,25,10,1200,5.655627119,0.107130896,294.0439987,,
pa6alow,pa,low,25,10,1000,5.969688354,0.116067404,296.1217497,,
pa6alow,pa,low,25,10,500,6.571531357,0.117308936,288.6592327,,
pa6alow,pa,low,25,10,200,4.805039353,0.117099491,315.6561061,,
pa6alow,pa,low,25,10,100,3.340881251,0.111268806,335.6470749,,
pa6alow,pa,low,25,10,75,3.047285838,0.104865724,337.5612609,,
pa6alow,pa,low,25,10,50,2.187194881,0.095155729,348.560442,,
pa6alow,pa,low,25,10,25,0.067551442,0.077911328,386.9445093,,
pa6alow,pa,low,25,10,0,-0.787442865,0.050294996,414.1466284,,
pa5alow,pa,low,25,10,1200,6.946287685,0.107871442,274.1354489,,
pa5alow,pa,low,25,10,1000,7.417142687,0.115972144,274.3019912,,
pa5alow,pa,low,25,10,500,7.166565568,0.122295437,283.7675918,,
pa5alow,pa,low,25,10,200,6.209018647,0.119602494,296.248349,,
pa5alow,pa,low,25,10,100,4.088610037,0.102235624,318.4739783,,
pa5alow,pa,low,25,10,75,3.423508439,0.086744705,320.4111559,,
pa5alow,pa,low,25,10,50,1.948866862,0.061609434,335.0508945,,
pa5alow,pa,low,25,10,25,1.144323548,0.032932505,331.2147999,,
pa5alow,pa,low,25,10,0,-0.548059981,0.012828256,456.0052216,,
pa5cmed,pa,med,25,10,1200,11.7046342,0.257322467,290.093202,,
pa5cmed,pa,med,25,10,1000,11.52084435,0.255757345,290.9457117,,
pa5cmed,pa,med,25,10,500,9.463246094,0.247543779,304.8790413,,
pa5cmed,pa,med,25,10,200,6.205358478,0.235022172,330.3527435,,
pa5cmed,pa,med,25,10,100,3.485012577,0.20284683,350.4131014,,
pa5cmed,pa,med,25,10,75,2.423056552,0.151789435,353.3068316,,
pa5cmed,pa,med,25,10,50,1.28384979,0.094667749,358.6735794,,
pa5cmed,pa,med,25,10,25,0.219229291,0.055593115,378.387489,,
pa5cmed,pa,med,25,10,0,-0.248386174,0.009066285,433.5357651,,
pa14bmed,pa,med,25,10,1200,9.050826967,0.163321422,267.7588049,,
pa14bmed,pa,med,25,10,1000,9.57086604,0.188600369,276.4190304,,
pa14bmed,pa,med,25,10,500,8.62413253,0.190968102,287.5206464,,
pa14bmed,pa,med,25,10,200,6.383664363,0.191732313,313.2636045,,
pa14bmed,pa,med,25,10,100,4.095125486,0.186410788,338.5017184,,
pa14bmed,pa,med,25,10,75,3.307525597,0.188354802,348.2370012,,
pa14bmed,pa,med,25,10,50,2.135003048,0.182320883,361.3524223,,
pa14bmed,pa,med,25,10,25,0.84309772,0.178978915,376.8241188,,
pa14bmed,pa,med,25,10,0,-0.874009846,0.165831298,398.6408995,,
pa6cmed,pa,med,25,10,1200,10.84088019,0.316489131,313.1592325,,
pa6cmed,pa,med,25,10,1000,10.85164239,0.354393615,320.1575102,,
pa6cmed,pa,med,25,10,500,9.655618148,0.360054949,328.284981,,
pa6cmed,pa,med,25,10,200,6.877211757,0.346811079,343.8746109,,
pa6cmed,pa,med,25,10,100,3.957201091,0.269227085,355.8713722,,
pa6cmed,pa,med,25,10,75,3.039733425,0.208998146,356.5650939,,
pa6cmed,pa,med,25,10,50,1.963694377,0.169485791,362.7617643,,
pa6cmed,pa,med,25,10,25,0.706922438,0.136998036,375.70613,,
pa6cmed,pa,med,25,10,0,-0.854655864,0.0815751,405.7339518,,
pa7amed,pa,med,25,10,1200,10.70744346,0.233871297,294.2368332,,
pa7amed,pa,med,25,10,1000,11.00920742,0.249019361,297.0332681,,
pa7amed,pa,med,25,10,500,9.618983017,0.246288635,307.2248308,,
pa7amed,pa,med,25,10,200,6.65085869,0.222198799,325.9347629,,
pa7amed,pa,med,25,10,100,3.894874636,0.168715468,340.1982043,,
pa7amed,pa,med,25,10,75,2.936709938,0.135183577,343.1518229,,
pa7amed,pa,med,25,10,50,1.844018284,0.118636525,355.2362951,,
pa7amed,pa,med,25,10,25,0.593783374,0.087379379,372.2730068,,
pa7amed,pa,med,25,10,0,-0.718135594,0.050103521,412.5319771,,
pa5bmed,pa,med,25,10,1200,8.778835169,0.131395842,267.9144388,,
pa5bmed,pa,med,25,10,1000,11.00363053,0.157273968,264.0456902,,
pa5bmed,pa,med,25,10,500,8.992073876,0.155882149,283.7849499,,
pa5bmed,pa,med,25,10,200,6.745146535,0.146604616,308.5170588,,
pa5bmed,pa,med,25,10,100,3.696225535,0.135538334,338.7784507,,
pa5bmed,pa,med,25,10,75,2.863789093,0.117789535,346.5014393,,
pa5bmed,pa,med,25,10,50,2.667158884,0.098968345,342.4981767,,
pa5bmed,pa,med,25,10,25,1.350474597,0.074599401,360.4618696,,
pa5bmed,pa,med,25,10,0,-0.556968621,0.048483478,409.4838455,,
pa14bmed,pa,med,25,10,1200,6.402167011,0.089539604,264.0927547,,
pa14bmed,pa,med,25,10,1000,7.360466933,0.097716413,256.467854,,
pa14bmed,pa,med,25,10,500,7.180806584,0.104830951,267.8560796,,
pa14bmed,pa,med,25,10,200,5.854593911,0.103372992,289.1607814,,
pa14bmed,pa,med,25,10,100,3.8135525,0.096593903,319.5794593,,
pa14bmed,pa,med,25,10,75,2.960936535,0.085989857,330.1903916,,
pa14bmed,pa,med,25,10,50,1.926594318,0.071301929,343.3638395,,
pa14bmed,pa,med,25,10,25,0.83705475,0.053264447,362.5532191,,
